Ticket Key,Injected Version,Opening Version,Fixed Version,Affected Version List,Number of Commits,Creation Date,Resolution Date
AVRO-78,1.0.0,1.1.0,1.1.0,{1.0.0},1,2009-07-15,2009-07-16
AVRO-79,1.0.0,1.1.0,1.1.0,{1.0.0},1,2009-07-18,2009-07-20
AVRO-80,1.0.0,1.1.0,1.3.0,{1.0.0},1,2009-07-20,2009-11-20
AVRO-85,1.0.0,1.1.0,1.1.0,{1.0.0},1,2009-07-28,2009-07-31
AVRO-84,1.0.0,1.1.0,1.1.0,{1.0.0},1,2009-07-28,2009-07-31
AVRO-87,1.0.0,1.1.0,1.1.0,{1.0.0},1,2009-07-31,2009-08-12
AVRO-86,1.0.0,1.1.0,1.4.0,{1.0.0 / 1.1.0},1,2009-07-31,2010-08-25
AVRO-88,1.0.0,1.1.0,1.1.0,{1.0.0},1,2009-08-11,2009-08-18
AVRO-95,1.0.0,1.1.0,1.1.0,{1.0.0},2,2009-08-16,2009-08-18
AVRO-97,1.0.0,1.1.0,1.1.0,{1.0.0},1,2009-08-18,2009-08-18
AVRO-101,1.0.0,1.1.0,1.2.0,{1.0.0 / 1.1.0},1,2009-08-19,2009-09-25
AVRO-104,1.0.0,1.1.0,1.1.0,{1.0.0 / 1.1.0},1,2009-08-20,2009-08-25
AVRO-107,1.0.0,1.1.0,1.1.0,{1.0.0},1,2009-08-27,2009-08-27
AVRO-113,1.0.0,1.1.0,1.2.0,{1.0.0},1,2009-09-08,2009-09-22
AVRO-114,1.0.0,1.1.0,1.1.0,{1.0.0},1,2009-09-11,2009-09-11
AVRO-117,1.0.0,1.2.0,1.2.0,{1.0.0},1,2009-09-21,2009-09-23
AVRO-119,1.1.0,1.2.0,1.2.0,{1.1.0},1,2009-09-22,2009-09-23
AVRO-118,1.1.0,1.2.0,1.2.0,{1.1.0},1,2009-09-22,2009-09-24
AVRO-122,1.1.0,1.2.0,1.2.0,{1.1.0},1,2009-09-24,2009-09-24
AVRO-125,1.1.0,1.2.0,1.2.0,{1.1.0},1,2009-09-25,2009-09-25
AVRO-124,1.1.0,1.2.0,1.2.0,{1.1.0},1,2009-09-25,2009-09-25
AVRO-123,1.1.0,1.2.0,1.2.0,{1.1.0},1,2009-09-25,2009-09-25
AVRO-132,1.0.0,1.2.0,1.2.0,{1.0.0},1,2009-10-02,2009-10-08
AVRO-133,1.0.0,1.2.0,1.2.0,{1.0.0},1,2009-10-05,2009-10-06
AVRO-134,1.0.0,1.2.0,1.2.0,{1.0.0},1,2009-10-05,2009-10-07
AVRO-138,1.0.0,1.2.0,1.2.0,{1.0.0},1,2009-10-07,2009-10-07
AVRO-137,1.0.0,1.2.0,1.2.0,{1.0.0},1,2009-10-07,2009-10-09
AVRO-156,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-10-20,2009-10-20
AVRO-162,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-10-20,2009-10-22
AVRO-165,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-10-21,2009-10-21
AVRO-169,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-10-23,2009-11-05
AVRO-171,1.2.0,1.3.0,1.3.0,{1.2.0},1,2009-10-24,2009-11-13
AVRO-176,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-10-29,2009-10-30
AVRO-182,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-05,2009-11-11
AVRO-184,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-06,2009-12-04
AVRO-189,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-10,2009-11-10
AVRO-188,1.1.0,1.3.0,1.3.0,{1.1.0},2,2009-11-10,2009-11-10
AVRO-191,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-11,2009-11-12
AVRO-194,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-12,2009-11-12
AVRO-193,1.1.0,1.3.0,1.3.0,{1.1.0},2,2009-11-12,2009-11-12
AVRO-198,1.2.0,1.3.0,1.3.0,{1.2.0},1,2009-11-15,2010-01-18
AVRO-211,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-18,2009-11-19
AVRO-210,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-18,2009-11-19
AVRO-207,1.2.0,1.3.0,1.3.0,{1.2.0},1,2009-11-18,2010-01-10
AVRO-208,1.2.0,1.3.0,1.3.0,{1.2.0},1,2009-11-18,2010-02-04
AVRO-227,1.2.0,1.3.0,1.3.0,{1.2.0},1,2009-11-20,2009-11-20
AVRO-225,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-20,2009-11-20
AVRO-223,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-20,2009-11-20
AVRO-222,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-20,2009-11-20
AVRO-232,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-21,2009-11-21
AVRO-238,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-11-24,2009-12-01
AVRO-247,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-12-01,2009-12-08
AVRO-256,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-12-14,2009-12-15
AVRO-255,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-12-14,2009-12-15
AVRO-257,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-12-15,2009-12-15
AVRO-259,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-12-18,2010-01-09
AVRO-265,1.2.0,1.3.0,1.11.1,{1.2.0},1,2009-12-23,2022-04-13
AVRO-276,1.1.0,1.3.0,1.3.0,{1.1.0},1,2009-12-31,2009-12-31
AVRO-280,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-04,2010-01-07
AVRO-281,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-04,2010-01-10
AVRO-282,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-04,2010-01-12
AVRO-309,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-12,2010-01-12
AVRO-308,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-12,2010-01-14
AVRO-313,1.1.0,1.3.0,1.3.0,{1.1.0},3,2010-01-13,2010-01-15
AVRO-318,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-13,2010-02-16
AVRO-329,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-14,2010-01-14
AVRO-335,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-14,2010-01-15
AVRO-337,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-15,2010-01-16
AVRO-347,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-18,2010-01-18
AVRO-352,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-19,2010-01-19
AVRO-356,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-20,2010-01-20
AVRO-361,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-21,2010-02-02
AVRO-373,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-23,2010-01-26
AVRO-374,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-24,2010-02-16
AVRO-375,1.1.0,1.3.0,1.3.0,{1.1.0},2,2010-01-25,2010-01-26
AVRO-382,1.2.0,1.3.0,1.3.0,{1.2.0},1,2010-01-27,2010-01-27
AVRO-385,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-28,2010-01-29
AVRO-387,1.2.0,1.3.0,1.3.0,{1.2.0},1,2010-01-29,2010-02-02
AVRO-390,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-31,2010-02-02
AVRO-389,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-01-31,2010-02-02
AVRO-398,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-02-04,2010-02-05
AVRO-407,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-02-05,2010-02-08
AVRO-408,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-02-06,2010-02-06
AVRO-413,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-02-09,2010-02-09
AVRO-411,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-02-09,2010-02-09
AVRO-416,1.2.0,1.3.0,1.3.0,{1.2.0},2,2010-02-15,2010-02-16
AVRO-417,1.0.0,1.3.0,1.3.0,{1.0.0 / 1.1.0 / 1.2.0 / 1.3.0},1,2010-02-16,2010-02-19
AVRO-418,1.2.0,1.3.0,1.3.1,{1.2.0},1,2010-02-17,2010-03-15
AVRO-422,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-02-19,2010-02-19
AVRO-421,1.1.0,1.3.0,1.3.0,{1.1.0},1,2010-02-19,2010-02-19
AVRO-433,1.3.0,1.3.1,1.3.1,{1.3.0},1,2010-02-26,2010-03-03
AVRO-437,1.3.0,1.3.1,1.3.1,{1.3.0},1,2010-03-02,2010-03-03
AVRO-440,1.3.0,1.3.1,1.3.1,{1.3.0},1,2010-03-02,2010-03-05
AVRO-441,1.3.0,1.3.1,1.6.2,{1.3.0},1,2010-03-02,2012-01-24
AVRO-448,1.3.0,1.3.1,1.3.1,{1.3.0},1,2010-03-03,2010-03-04
AVRO-447,1.3.0,1.3.1,1.4.0,{1.3.0},1,2010-03-03,2010-06-10
AVRO-461,1.3.0,1.3.1,1.3.3,{1.3.0},1,2010-03-14,2010-04-03
AVRO-480,1.3.0,1.3.2,1.3.2,{1.3.0},1,2010-03-17,2010-03-17
AVRO-479,1.3.0,1.3.2,1.3.2,{1.3.0},1,2010-03-17,2010-03-17
AVRO-487,1.3.1,1.3.2,1.3.2,{1.3.1},1,2010-03-22,2010-03-24
AVRO-489,1.3.1,1.3.2,1.3.3,{1.3.1},1,2010-03-24,2010-04-03
AVRO-496,1.3.1,1.3.3,1.3.3,{1.3.1},1,2010-04-02,2010-04-05
AVRO-499,1.3.2,1.3.3,1.3.3,{1.3.2},3,2010-04-02,2010-05-13
AVRO-500,1.3.2,1.3.3,1.3.3,{1.3.2},1,2010-04-03,2010-04-06
AVRO-501,1.3.2,1.3.3,1.4.0,{1.3.2},1,2010-04-03,2010-08-25
AVRO-502,1.3.2,1.3.3,1.3.3,{1.3.2},1,2010-04-04,2010-04-04
AVRO-510,1.3.2,1.3.3,1.4.0,{1.3.2},1,2010-04-06,2010-08-25
AVRO-515,1.3.1,1.3.3,1.3.3,{1.3.1},1,2010-04-11,2010-04-11
AVRO-516,1.3.1,1.3.3,1.3.3,{1.3.1},4,2010-04-11,2010-04-12
AVRO-518,1.3.1,1.3.3,1.3.3,{1.3.1},1,2010-04-15,2010-04-17
AVRO-517,1.3.2,1.3.3,1.3.3,{1.3.2},2,2010-04-15,2010-04-19
AVRO-524,1.3.1,1.3.3,1.3.3,{1.3.1},2,2010-04-24,2010-04-27
AVRO-527,1.3.1,1.3.3,1.3.3,{1.3.1},1,2010-04-25,2010-05-07
AVRO-537,1.3.2,1.3.3,1.4.1,{1.3.2},2,2010-05-05,2010-10-08
AVRO-541,1.3.2,1.3.3,1.4.0,{1.3.2},1,2010-05-13,2010-08-24
AVRO-548,1.3.1,1.3.3,1.3.3,{1.3.1},1,2010-05-22,2010-05-24
AVRO-554,1.3.0,1.3.3,1.3.3,{1.3.0 / 1.4.0},1,2010-05-27,2010-06-01
AVRO-562,1.3.2,1.3.3,1.3.3,{1.3.2},1,2010-06-04,2010-06-04
AVRO-571,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-06-09,2010-06-09
AVRO-573,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-06-11,2010-07-28
AVRO-583,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-06-22,2010-08-03
AVRO-589,1.2.0,1.4.0,1.4.0,{1.2.0 / 1.3.0 / 1.3.1 / 1.3.2 / 1.3.3},1,2010-07-01,2010-07-05
AVRO-590,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-07-01,2010-08-23
AVRO-596,1.3.3,1.4.0,1.4.0,{1.3.3},1,2010-07-14,2010-07-20
AVRO-598,1.3.3,1.4.0,1.4.0,{1.3.3 / 1.4.0},1,2010-07-15,2010-08-25
AVRO-604,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-08-03,2010-08-03
AVRO-607,1.3.3,1.4.0,1.8.2,{1.3.3 / 1.8.1},1,2010-08-05,2016-09-04
AVRO-609,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-08-06,2010-08-10
AVRO-612,1.3.3,1.4.0,1.4.0,{1.3.3},1,2010-08-13,2010-08-18
AVRO-620,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-08-20,2010-08-24
AVRO-622,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-08-24,2010-08-24
AVRO-631,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-08-25,2010-08-26
AVRO-633,1.3.3,1.4.0,1.4.0,{1.3.3},1,2010-08-26,2010-08-26
AVRO-632,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-08-26,2010-08-26
AVRO-640,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-08-27,2010-08-27
AVRO-650,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-09-01,2010-09-03
AVRO-652,1.3.2,1.4.0,1.4.0,{1.3.2},1,2010-09-02,2010-09-02
AVRO-663,1.4.0,1.4.1,1.5.0,{1.4.0},2,2010-09-09,2011-01-14
AVRO-664,1.4.0,1.4.1,1.4.1,{1.4.0},1,2010-09-10,2010-09-14
AVRO-666,1.3.3,1.4.1,1.4.1,{1.3.3},1,2010-09-12,2010-09-12
AVRO-667,1.4.0,1.4.1,1.4.1,{1.4.0},1,2010-09-16,2010-09-17
AVRO-669,1.4.0,1.4.1,1.5.0,{1.4.0},1,2010-09-17,2010-12-29
AVRO-671,1.3.3,1.4.1,1.4.1,{1.3.3},1,2010-09-19,2010-10-07
AVRO-675,1.4.0,1.4.1,1.4.1,{1.4.0},3,2010-09-30,2010-10-05
AVRO-681,1.4.0,1.5.0,1.5.0,{1.4.0},1,2010-10-14,2010-10-14
AVRO-685,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-10-27,2010-10-28
AVRO-688,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-11-01,2011-01-17
AVRO-693,1.4.0,1.5.0,1.5.0,{1.4.0},1,2010-11-04,2010-11-05
AVRO-694,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-11-08,2011-01-07
AVRO-696,1.4.0,1.5.0,1.5.0,{1.4.0},1,2010-11-17,2010-11-17
AVRO-701,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-11-23,2011-02-24
AVRO-702,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-11-24,2010-11-29
AVRO-704,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-11-30,2010-12-10
AVRO-705,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-12-01,2010-12-10
AVRO-706,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-12-02,2010-12-03
AVRO-710,1.4.0,1.5.0,1.5.0,{1.4.0 / 1.4.1 / 1.5.0},1,2010-12-12,2010-12-13
AVRO-713,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-12-15,2010-12-16
AVRO-717,1.4.1,1.5.0,1.5.0,{1.4.1},1,2010-12-21,2011-01-04
AVRO-732,1.0.0,1.5.0,1.9.0,{1.0.0},1,2011-01-13,2019-04-05
AVRO-736,1.4.1,1.5.0,1.5.0,{1.4.1},2,2011-01-18,2011-01-24
AVRO-740,1.4.0,1.5.0,1.5.0,{1.4.0},1,2011-01-20,2011-01-20
AVRO-741,1.4.0,1.5.0,1.5.0,{1.4.0},1,2011-01-20,2011-01-26
AVRO-742,1.4.0,1.5.0,1.5.0,{1.4.0},1,2011-01-22,2011-01-24
AVRO-745,1.4.0,1.5.0,1.5.0,{1.4.0},1,2011-01-24,2011-01-24
AVRO-746,1.4.1,1.5.0,1.5.2,{1.4.1},1,2011-01-24,2011-07-12
AVRO-748,1.4.1,1.5.0,1.9.2,{1.4.1},1,2011-01-27,2019-11-28
AVRO-749,1.4.0,1.5.0,1.5.0,{1.4.0},1,2011-01-28,2011-01-31
AVRO-755,1.4.1,1.5.0,1.5.0,{1.4.1},1,2011-02-01,2011-02-21
AVRO-759,1.4.1,1.5.0,1.5.0,{1.4.1},1,2011-02-08,2011-02-15
AVRO-761,1.4.1,1.5.0,1.5.0,{1.4.1},1,2011-02-09,2011-03-08
AVRO-764,1.4.1,1.5.0,1.5.0,{1.4.1},2,2011-02-13,2011-02-16
AVRO-772,1.4.1,1.5.0,1.5.0,{1.4.1},1,2011-02-21,2011-02-24
AVRO-780,1.5.0,1.5.1,1.5.1,{1.5.0},1,2011-03-11,2011-03-30
AVRO-786,1.4.1,1.5.1,1.5.1,{1.4.1},1,2011-03-22,2011-03-29
AVRO-790,1.4.1,1.5.1,1.5.1,{1.4.1},1,2011-03-29,2011-04-18
AVRO-793,1.5.0,1.5.1,1.5.1,{1.5.0},1,2011-03-31,2011-04-29
AVRO-801,1.4.1,1.5.1,1.5.1,{1.4.1 / 1.5.0},1,2011-04-08,2011-04-20
AVRO-809,1.5.0,1.5.1,1.5.2,{1.5.0},1,2011-04-22,2011-05-18
AVRO-813,1.5.0,1.5.1,1.9.0,{1.5.0},1,2011-04-27,2019-04-01
AVRO-815,1.5.1,1.5.2,1.5.2,{1.5.1},2,2011-05-03,2011-05-03
AVRO-819,1.5.1,1.5.2,1.5.2,{1.5.1},1,2011-05-12,2011-05-12
AVRO-818,1.5.1,1.5.2,1.5.2,{1.5.1},1,2011-05-12,2011-05-12
AVRO-820,1.4.1,1.5.2,1.5.2,{1.4.1 / 1.5.0 / 1.5.1},1,2011-05-13,2011-05-19
AVRO-824,1.5.0,1.5.2,1.5.2,{1.5.0},1,2011-05-18,2011-06-29
AVRO-825,1.5.1,1.5.2,1.5.2,{1.5.1},1,2011-05-19,2011-07-01
AVRO-833,1.5.0,1.5.2,1.5.2,{1.5.0},2,2011-05-31,2011-05-31
AVRO-832,1.5.0,1.5.2,1.5.2,{1.5.0},1,2011-05-31,2011-06-02
AVRO-835,1.4.1,1.5.2,1.6.2,{1.4.1},1,2011-06-04,2011-12-07
AVRO-842,1.5.1,1.5.2,1.5.2,{1.5.1},1,2011-06-24,2011-07-01
AVRO-845,1.5.1,1.5.2,1.5.2,{1.5.1},2,2011-06-29,2011-06-30
AVRO-851,1.5.1,1.5.2,1.7.2,{1.5.1},1,2011-07-06,2012-09-13
AVRO-864,1.5.0,1.5.2,1.5.2,{1.5.0},2,2011-07-24,2011-07-27
AVRO-869,1.5.0,1.5.2,1.6.0,{1.5.0},1,2011-08-03,2011-10-12
AVRO-871,1.5.0,1.5.2,1.6.0,{1.5.0},1,2011-08-09,2011-10-07
AVRO-879,1.5.1,1.5.3,1.5.3,{1.5.1},2,2011-08-22,2011-08-25
AVRO-884,1.5.2,1.5.4,1.5.4,{1.5.2 / 1.5.3},1,2011-09-06,2011-09-07
AVRO-892,1.5.4,1.6.0,1.6.0,{1.5.4},1,2011-09-21,2011-09-22
AVRO-894,1.5.4,1.6.0,1.6.0,{1.5.4 / 1.6.0},2,2011-09-25,2011-09-25
AVRO-895,1.5.4,1.6.0,1.6.0,{1.5.4},1,2011-09-26,2011-10-01
AVRO-898,1.5.4,1.6.0,1.6.0,{1.5.4},1,2011-09-27,2011-10-03
AVRO-901,1.5.3,1.6.0,1.6.0,{1.5.3},3,2011-10-02,2011-10-05
AVRO-906,1.5.3,1.6.0,1.6.0,{1.5.3},1,2011-10-04,2011-10-05
AVRO-904,1.5.4,1.6.0,1.6.0,{1.5.4},1,2011-10-04,2011-10-07
AVRO-903,1.5.4,1.6.0,1.6.0,{1.5.4},1,2011-10-04,2011-10-07
AVRO-902,1.5.4,1.6.0,1.6.0,{1.5.4},1,2011-10-04,2011-10-07
AVRO-912,1.5.3,1.6.0,1.6.0,{1.5.3},1,2011-10-06,2011-10-07
AVRO-913,1.5.4,1.6.0,1.6.0,{1.5.4},1,2011-10-06,2011-10-12
AVRO-914,1.5.3,1.6.0,1.6.0,{1.5.3},1,2011-10-07,2011-10-07
AVRO-917,1.5.3,1.6.0,1.6.0,{1.5.3},1,2011-10-08,2011-10-12
AVRO-916,1.5.3,1.6.0,1.6.0,{1.5.3},1,2011-10-08,2011-10-12
AVRO-925,1.5.4,1.6.0,1.6.0,{1.5.4},1,2011-10-12,2011-10-14
AVRO-927,1.5.4,1.6.0,1.6.0,{1.5.4},1,2011-10-14,2011-10-17
AVRO-931,1.5.3,1.6.0,1.6.0,{1.5.3},1,2011-10-16,2011-10-17
AVRO-942,1.5.3,1.6.0,1.6.0,{1.5.3},1,2011-10-23,2011-10-24
AVRO-943,1.5.4,1.6.0,1.6.1,{1.5.4},1,2011-10-25,2011-11-01
AVRO-945,1.5.3,1.6.0,1.6.0,{1.5.3},1,2011-10-27,2011-10-28
AVRO-948,1.5.3,1.6.0,1.6.0,{1.5.3},1,2011-10-28,2011-10-28
AVRO-951,1.6.0,1.6.1,1.6.1,{1.6.0},1,2011-11-03,2011-11-04
AVRO-950,1.6.0,1.6.1,1.6.1,{1.6.0},1,2011-11-03,2011-11-04
AVRO-954,1.6.0,1.6.1,1.7.0,{1.6.0},1,2011-11-07,2012-04-22
AVRO-962,1.6.1,1.6.2,1.6.2,{1.6.1},1,2011-11-28,2011-12-05
AVRO-966,1.6.1,1.6.2,1.6.2,{1.6.1},1,2011-11-30,2011-12-07
AVRO-968,1.6.1,1.6.2,1.6.2,{1.6.1 / 1.6.2 / 1.7.0},1,2011-12-02,2012-01-24
AVRO-972,1.6.1,1.6.2,1.6.2,{1.6.1},1,2011-12-08,2011-12-09
AVRO-978,1.6.0,1.6.2,1.6.2,{1.6.0},1,2011-12-12,2011-12-13
AVRO-980,1.6.1,1.6.2,1.6.2,{1.6.1},1,2011-12-13,2012-02-09
AVRO-981,1.5.4,1.6.2,1.7.3,{1.5.4 / 1.6.1},1,2011-12-15,2012-10-06
AVRO-984,1.6.1,1.6.2,1.6.2,{1.6.1 / 1.6.2 / 1.7.0},1,2011-12-19,2011-12-27
AVRO-986,1.6.0,1.6.2,1.6.2,{1.6.0},1,2011-12-22,2012-01-26
AVRO-994,1.6.0,1.6.2,1.6.2,{1.6.0 / 1.6.1},2,2012-01-16,2012-01-17
AVRO-993,1.6.0,1.6.2,1.6.2,{1.6.0 / 1.6.1},1,2012-01-16,2012-01-17
AVRO-996,1.6.0,1.6.2,1.6.2,{1.6.0 / 1.6.1},1,2012-01-17,2012-02-07
AVRO-997,1.5.1,1.6.2,1.8.0,{1.5.1},1,2012-01-18,2014-10-03
AVRO-1000,1.6.0,1.6.2,1.6.2,{1.6.0},1,2012-01-20,2012-01-23
AVRO-1002,1.6.0,1.6.2,1.6.2,{1.6.0},1,2012-01-24,2012-01-24
AVRO-1004,1.6.1,1.6.2,1.6.2,{1.6.1},1,2012-01-24,2012-01-26
AVRO-1003,1.6.1,1.6.2,1.6.2,{1.6.1},1,2012-01-24,2012-01-26
AVRO-1007,1.6.1,1.6.2,1.6.2,{1.6.1},1,2012-01-25,2012-02-09
AVRO-1013,1.6.1,1.6.2,1.6.2,{1.6.1},1,2012-01-30,2012-02-08
AVRO-1014,1.6.0,1.6.2,1.6.2,{1.6.0},1,2012-01-31,2012-02-01
AVRO-1016,1.6.1,1.6.2,1.6.2,{1.6.1},1,2012-02-04,2012-02-07
AVRO-1020,1.6.1,1.6.2,1.6.2,{1.6.1},1,2012-02-07,2012-02-07
AVRO-1021,1.6.0,1.6.2,1.6.2,{1.6.0},1,2012-02-08,2012-02-09
AVRO-1027,1.6.1,1.6.2,1.6.3,{1.6.1},2,2012-02-10,2012-03-02
AVRO-1030,1.6.1,1.6.3,1.6.3,{1.6.1},1,2012-02-14,2012-02-22
AVRO-1031,1.6.2,1.6.3,1.6.3,{1.6.2},1,2012-02-15,2012-02-29
AVRO-1033,1.6.2,1.6.3,1.6.3,{1.6.2},1,2012-02-19,2012-02-29
AVRO-1034,1.6.2,1.6.3,1.6.3,{1.6.2},1,2012-02-22,2012-03-01
AVRO-1037,1.6.2,1.6.3,1.6.3,{1.6.2},1,2012-02-23,2012-02-24
AVRO-1036,1.6.2,1.6.3,1.6.3,{1.6.2},1,2012-02-23,2012-02-24
AVRO-1039,1.6.2,1.6.3,1.6.3,{1.6.2},1,2012-02-29,2012-03-01
AVRO-1038,1.6.2,1.6.3,1.6.3,{1.6.2},1,2012-02-29,2012-03-01
AVRO-1041,1.6.2,1.6.3,1.6.3,{1.6.2},1,2012-03-01,2012-03-02
AVRO-1045,1.6.2,1.6.3,1.6.3,{1.6.2},1,2012-03-14,2012-03-16
AVRO-1046,1.6.2,1.6.3,1.7.0,{1.6.2},1,2012-03-16,2012-05-17
AVRO-1047,1.6.3,1.7.0,1.9.0,{1.6.3},1,2012-03-20,2017-12-13
AVRO-1048,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-03-22,2012-04-28
AVRO-1049,1.6.0,1.7.0,1.7.0,{1.6.0},1,2012-03-23,2012-05-16
AVRO-1050,1.6.0,1.7.0,1.7.0,{1.6.0 / 1.6.1 / 1.6.2 / 1.6.3},1,2012-03-23,2012-05-18
AVRO-1051,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-03-27,2012-05-16
AVRO-1056,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-04-13,2012-05-17
AVRO-1065,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-04-18,2012-05-13
AVRO-1066,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-04-19,2012-05-11
AVRO-1069,1.6.3,1.7.0,1.7.1,{1.6.3},1,2012-04-20,2012-06-12
AVRO-1070,1.6.2,1.7.0,1.7.0,{1.6.2},1,2012-04-22,2012-05-09
AVRO-1071,1.5.0,1.7.0,1.7.0,{1.5.0},1,2012-04-23,2012-05-08
AVRO-1076,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-04-29,2012-05-17
AVRO-1078,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-05-04,2012-05-16
AVRO-1080,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-05-06,2012-05-09
AVRO-1081,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-05-10,2012-05-17
AVRO-1084,1.6.3,1.7.0,1.7.0,{1.6.3 / 1.7.0},1,2012-05-11,2012-05-20
AVRO-1083,1.6.3,1.7.0,1.7.0,{1.6.3 / 1.7.0},1,2012-05-11,2012-05-20
AVRO-1082,1.6.3,1.7.0,1.7.0,{1.6.3 / 1.7.0},1,2012-05-11,2012-05-20
AVRO-1086,1.6.3,1.7.0,1.7.0,{1.6.3 / 1.7.0},1,2012-05-12,2012-05-20
AVRO-1090,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-05-14,2012-05-17
AVRO-1089,1.6.3,1.7.0,1.7.3,{1.6.3 / 1.7.0},1,2012-05-14,2012-12-01
AVRO-1092,1.6.3,1.7.0,1.7.0,{1.6.3 / 1.7.0},1,2012-05-16,2012-05-20
AVRO-1094,1.6.2,1.7.0,1.7.0,{1.6.2 / 1.6.3},1,2012-05-17,2012-05-18
AVRO-1096,1.6.3,1.7.0,1.7.0,{1.6.3},2,2012-05-20,2012-05-20
AVRO-1098,1.6.2,1.7.0,1.7.0,{1.6.2},1,2012-05-21,2012-05-23
AVRO-1097,1.6.2,1.7.0,1.7.0,{1.6.2},1,2012-05-21,2012-05-23
AVRO-1099,1.6.3,1.7.0,1.7.0,{1.6.3},1,2012-05-21,2012-06-07
AVRO-1102,1.6.3,1.7.0,1.7.0,{1.6.3 / 1.7.0},1,2012-05-25,2012-06-07
