Ticket Key,Injected Version,Opening Version,Fixed Version,Affected Version List,Number of Commits,Creation Date,Resolution Date
AVRO-3386,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-02-10,2022-02-11
AVRO-3382,1.11.0,1.11.1,1.11.1,{1.11.0},1,2022-02-10,2022-02-18
AVRO-3410,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-02-21,2022-02-21
AVRO-3413,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-02-23,2022-03-17
AVRO-3440,1.11.0,1.11.1,1.11.1,{1.11.0},1,2022-03-08,2022-03-10
AVRO-3442,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-03-09,2022-03-10
AVRO-3448,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-03-12,2022-03-18
AVRO-3452,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-03-17,2022-03-22
AVRO-3460,1.10.2,1.11.1,1.11.1,{1.10.2},2,2022-03-19,2022-03-24
AVRO-3461,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-03-20,2022-03-20
AVRO-3471,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-03-24,2022-03-29
AVRO-3468,1.11.0,1.11.1,1.11.1,{1.11.0},1,2022-03-24,2022-03-29
AVRO-3482,1.10.2,1.11.1,1.11.1,{1.10.2},2,2022-04-08,2022-04-27
AVRO-3495,1.10.2,1.11.1,1.11.1,{1.10.2},2,2022-04-18,2022-04-19
AVRO-3511,1.11.0,1.11.1,1.11.1,{1.11.0},1,2022-05-05,2022-05-05
AVRO-3516,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-05-11,2022-05-11
AVRO-3521,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-05-17,2022-06-17
AVRO-3529,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-06-05,2022-06-07
AVRO-3534,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-06-09,2022-06-09
AVRO-3531,1.11.0,1.11.1,1.11.1,{1.11.0},1,2022-06-09,2022-07-04
AVRO-3536,1.11.0,1.11.1,1.11.2,{1.11.0},1,2022-06-15,2022-11-16
AVRO-3537,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-06-20,2022-06-21
AVRO-3541,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-06-21,2022-06-21
AVRO-3549,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-06-27,2022-06-28
AVRO-3553,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-06-28,2022-06-29
AVRO-3560,1.11.0,1.11.1,1.11.2,{1.11.0},1,2022-06-30,2023-06-14
AVRO-3564,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-07-01,2022-07-04
AVRO-3568,1.11.0,1.11.1,1.11.2,{1.11.0},1,2022-07-03,2022-08-30
AVRO-3581,1.11.0,1.11.1,1.11.1,{1.11.0},1,2022-07-18,2022-07-21
AVRO-3585,1.10.2,1.11.1,1.11.1,{1.10.2},1,2022-07-22,2022-07-25
AVRO-3595,1.11.1,1.11.2,1.11.2,{1.11.1},1,2022-08-05,2022-08-09
AVRO-3598,1.11.1,1.11.2,1.11.2,{1.11.1},1,2022-08-08,2022-08-08
AVRO-3597,1.11.1,1.11.2,1.11.2,{1.11.1},1,2022-08-08,2022-09-01
AVRO-3601,1.11.0,1.11.2,1.11.2,{1.11.0},2,2022-08-10,2022-08-11
AVRO-3613,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-08-22,2022-08-30
AVRO-3612,1.11.1,1.11.2,1.11.3,{1.11.1},1,2022-08-22,2023-08-17
AVRO-3618,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-08-24,2022-09-14
AVRO-3622,1.11.1,1.11.2,1.11.2,{1.11.1},1,2022-08-29,2022-09-08
AVRO-3625,1.11.1,1.11.2,1.11.2,{1.11.1},1,2022-09-07,2022-09-09
AVRO-3628,1.11.1,1.11.2,1.11.2,{1.11.1},1,2022-09-13,2022-09-14
AVRO-3632,1.11.1,1.11.2,1.11.2,{1.11.1},1,2022-10-07,2022-10-10
AVRO-3642,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-10-17,2022-10-18
AVRO-3645,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-10-19,2022-10-19
AVRO-3650,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-10-19,2022-10-21
AVRO-3657,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-10-28,2022-11-14
AVRO-3659,1.11.1,1.11.2,1.11.2,{1.11.1},1,2022-10-30,2022-11-04
AVRO-3663,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-11-07,2022-11-07
AVRO-3662,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-11-07,2022-11-14
AVRO-3667,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-11-09,2022-11-14
AVRO-3669,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-11-10,2022-11-14
AVRO-3674,1.11.0,1.11.2,1.11.2,{1.11.0},2,2022-11-15,2022-11-18
AVRO-3676,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-11-23,2022-11-23
AVRO-3683,1.11.1,1.11.2,1.11.2,{1.11.1},1,2022-12-02,2023-03-13
AVRO-3688,1.11.0,1.11.2,1.11.2,{1.11.0},1,2022-12-13,2022-12-13
AVRO-3698,1.11.1,1.11.2,1.11.2,{1.11.1},1,2023-01-05,2023-01-10
AVRO-3706,1.11.0,1.11.2,1.11.2,{1.11.0 / 1.11.1},1,2023-01-13,2023-02-08
AVRO-3712,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-02-05,2023-02-07
AVRO-3713,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-02-09,2023-02-17
AVRO-3715,1.11.0,1.11.2,1.11.2,{1.11.0},5,2023-02-16,2023-02-19
AVRO-3717,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-02-18,2023-02-18
AVRO-3718,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-02-19,2023-02-20
AVRO-3737,1.11.1,1.11.2,1.11.2,{1.11.1 / 1.12.0},1,2023-04-19,2023-06-14
AVRO-3747,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-04-27,2023-05-11
AVRO-3748,1.11.1,1.11.2,1.12.0,{1.11.1},2,2023-04-27,2024-07-02
AVRO-3749,1.11.1,1.11.2,1.11.3,{1.11.1},1,2023-04-30,2023-08-18
AVRO-3751,1.11.1,1.11.2,1.11.3,{1.11.1},1,2023-05-04,2023-08-17
AVRO-3755,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-05-05,2023-05-09
AVRO-3756,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-05-07,2023-06-14
AVRO-3761,1.11.1,1.11.2,1.11.2,{1.11.1},1,2023-05-24,2023-06-16
AVRO-3767,1.11.1,1.11.2,1.11.2,{1.11.1},1,2023-06-01,2023-06-08
AVRO-3772,1.9.0,1.11.2,1.11.2,{1.9.0 / 1.9.1 / 1.9.2 / 1.10.0 / 1.10.1 / 1.10.2 / 1.11.0 / 1.11.1},2,2023-06-08,2023-06-16
AVRO-3773,1.11.1,1.11.2,1.11.2,{1.11.1},1,2023-06-09,2023-06-14
AVRO-3775,1.11.1,1.11.2,1.11.2,{1.11.1},1,2023-06-10,2023-06-16
AVRO-3780,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-06-13,2023-06-14
AVRO-3782,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-06-14,2023-06-15
AVRO-3783,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-06-16,2023-06-16
AVRO-3785,1.11.0,1.11.2,1.11.2,{1.11.0},1,2023-06-23,2023-06-26
AVRO-3787,1.11.1,1.11.2,1.11.3,{1.11.1},1,2023-06-26,2023-07-10
AVRO-3786,1.11.1,1.11.2,1.11.3,{1.11.1},2,2023-06-26,2023-08-23
AVRO-3788,1.11.1,1.11.2,1.12.0,{1.11.1},1,2023-06-30,2023-10-19
AVRO-3789,1.11.2,1.11.3,1.11.3,{1.11.2},1,2023-07-05,2023-07-12
AVRO-3795,1.11.2,1.11.3,1.11.3,{1.11.2},1,2023-07-10,2023-07-14
AVRO-3809,1.11.1,1.11.3,1.11.3,{1.11.1},1,2023-07-21,2023-07-21
AVRO-3814,1.11.1,1.11.3,1.11.3,{1.11.1},1,2023-07-26,2023-08-15
AVRO-3819,1.11.1,1.11.3,1.11.3,{1.11.1},1,2023-07-31,2023-08-19
AVRO-3821,1.11.1,1.11.3,1.11.3,{1.11.1},1,2023-08-02,2023-08-04
AVRO-3855,1.11.1,1.11.3,1.11.3,{1.11.1},2,2023-09-13,2023-09-14
AVRO-3858,1.11.1,1.11.3,1.11.3,{1.11.1},1,2023-09-17,2023-09-19
AVRO-3860,1.11.2,1.11.3,1.12.0,{1.11.2},1,2023-09-19,2024-04-06
AVRO-3866,1.11.2,1.11.3,1.12.0,{1.11.2},1,2023-09-20,2023-09-22
AVRO-3865,1.11.2,1.11.3,1.12.0,{1.11.2},1,2023-09-20,2023-09-22
AVRO-3876,1.11.3,1.12.0,1.12.0,{1.11.3},1,2023-09-28,2023-10-05
AVRO-3881,1.11.2,1.12.0,1.12.0,{1.11.2},1,2023-10-10,2023-10-10
AVRO-3889,1.11.3,1.12.0,1.12.0,{1.11.3 / 1.12.0},1,2023-10-22,2024-01-03
AVRO-3894,1.11.2,1.12.0,1.12.0,{1.11.2},1,2023-10-24,2023-10-25
AVRO-3897,1.11.2,1.12.0,1.12.0,{1.11.2},1,2023-10-29,2023-11-02
AVRO-3898,1.11.3,1.12.0,1.12.0,{1.11.3},1,2023-11-01,2023-11-02
AVRO-3899,1.11.3,1.12.0,1.12.0,{1.11.3},1,2023-11-07,2023-11-07
AVRO-3912,1.11.2,1.12.0,1.12.0,{1.11.2},1,2023-11-28,2023-12-04
AVRO-3925,1.11.2,1.12.0,1.12.0,{1.11.2},2,2024-01-04,2024-01-04
AVRO-3928,1.11.2,1.12.0,1.12.0,{1.11.2},1,2024-01-10,2024-01-11
AVRO-3932,1.11.3,1.12.0,1.12.0,{1.11.3},2,2024-01-29,2024-01-29
AVRO-3955,1.11.3,1.12.0,1.12.0,{1.11.3},1,2024-03-04,2024-03-04
AVRO-3953,1.11.3,1.12.0,1.12.0,{1.11.3},1,2024-03-04,2024-03-06
AVRO-3956,1.11.2,1.12.0,1.12.0,{1.11.2},1,2024-03-07,2024-03-19
AVRO-3957,1.11.2,1.12.0,1.12.0,{1.11.2},1,2024-03-10,2024-03-11
AVRO-3964,1.11.2,1.12.0,1.12.0,{1.11.2},1,2024-03-25,2024-03-25
AVRO-3970,1.11.2,1.12.0,1.12.0,{1.11.2},1,2024-04-04,2024-04-08
