@relation BOOKKEEPER_Generico

@attribute Size numeric
@attribute 'Number Of Revisions(numNR)' numeric
@attribute 'Number Of DefectFixes(NumFix)' numeric
@attribute 'Number Of Comment Lines In Class' numeric
@attribute totalInvokedClasses numeric
@attribute 'Number Of Methods' numeric
@attribute 'Number Of Java Imports' numeric
@attribute ' Number Of Api Imports' numeric
@attribute 'Number Of Package Imports' numeric
@attribute 'Number Of Authors (numAuth)' numeric
@attribute 'CHURN value' numeric
@attribute 'CHURN MAX' numeric
@attribute 'CHURN Averange' numeric
@attribute 'LOC touched value' numeric
@attribute 'LOC added MAX' numeric
@attribute 'LOC added Averange' numeric
@attribute 'LOC deleted MAX' numeric
@attribute 'LOC deleted Averange' numeric
@attribute 'Is Buggy ' {YES,NO}

@data
1263,0,0,78,16,57,12,33,9,0,0,0,0,0,0,0,0,0,NO
74,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,NO
101,0,0,5,2,7,2,6,0,0,0,0,0,0,0,0,0,0,NO
27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
491,0,0,14,6,20,13,25,0,0,0,0,0,0,0,0,0,0,NO
62,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,NO
59,0,0,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,NO
99,0,0,1,0,10,0,3,0,0,0,0,0,0,0,0,0,0,NO
27,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
77,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,NO
863,0,0,70,21,36,14,28,3,0,0,0,0,0,0,0,0,0,NO
64,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,NO
45,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NO
63,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NO
54,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NO
64,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,NO
132,0,0,3,1,4,3,11,0,0,0,0,0,0,0,0,0,0,NO
182,0,0,5,24,9,8,27,0,0,0,0,0,0,0,0,0,0,NO
70,0,0,1,0,3,0,11,0,0,0,0,0,0,0,0,0,0,NO
36,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NO
58,0,0,2,0,1,0,9,0,0,0,0,0,0,0,0,0,0,NO
62,0,0,1,0,3,0,9,0,0,0,0,0,0,0,0,0,0,NO
132,0,0,16,3,3,0,20,0,0,0,0,0,0,0,0,0,0,NO
74,0,0,5,0,1,0,10,0,0,0,0,0,0,0,0,0,0,NO
86,0,0,1,1,4,0,15,0,0,0,0,0,0,0,0,0,0,NO
74,0,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,NO
48,0,0,6,1,0,0,3,0,0,0,0,0,0,0,0,0,0,NO
74,0,0,4,3,2,0,7,0,0,0,0,0,0,0,0,0,0,NO
86,0,0,1,0,6,0,11,0,0,0,0,0,0,0,0,0,0,NO
355,0,0,14,7,19,10,31,0,0,0,0,0,0,0,0,0,0,NO
53,0,0,4,1,1,1,5,0,0,0,0,0,0,0,0,0,0,NO
804,0,0,53,10,52,9,31,3,0,0,0,0,0,0,0,0,0,NO
75,0,0,8,1,4,1,10,0,0,0,0,0,0,0,0,0,0,NO
125,0,0,8,3,8,3,10,1,0,0,0,0,0,0,0,0,0,NO
200,0,0,6,0,11,2,9,1,0,0,0,0,0,0,0,0,0,NO
134,0,0,1,1,12,4,14,2,0,0,0,0,0,0,0,0,0,NO
57,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NO
123,0,0,24,0,6,0,5,0,0,0,0,0,0,0,0,0,0,NO
266,0,0,9,6,14,7,20,0,0,0,0,0,0,0,0,0,0,NO
162,0,0,6,5,5,3,7,0,0,0,0,0,0,0,0,0,0,NO
130,0,0,4,4,6,3,6,0,0,0,0,0,0,0,0,0,0,NO
108,0,0,1,0,9,1,2,0,0,0,0,0,0,0,0,0,0,NO
354,0,0,16,3,27,4,16,2,0,0,0,0,0,0,0,0,0,NO
88,0,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,NO
28,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NO
58,0,0,3,0,3,2,6,0,0,0,0,0,0,0,0,0,0,NO
308,0,0,10,8,16,3,20,0,0,0,0,0,0,0,0,0,0,NO
343,0,0,17,6,19,4,23,0,0,0,0,0,0,0,0,0,0,NO
103,0,0,1,0,5,1,1,3,0,0,0,0,0,0,0,0,0,NO
35,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,NO
98,0,0,1,0,6,1,4,0,0,0,0,0,0,0,0,0,0,NO
117,0,0,6,1,3,2,11,0,0,0,0,0,0,0,0,0,0,NO
212,0,0,1,11,5,2,16,9,0,0,0,0,0,0,0,0,0,NO
274,0,0,2,10,4,9,22,6,0,0,0,0,0,0,0,0,0,NO
461,1,1,8,19,11,14,30,5,1,0,0,0,2,1,1,1,1,NO
138,0,0,5,3,1,6,9,2,0,0,0,0,0,0,0,0,0,NO
358,0,0,2,17,5,14,27,6,0,0,0,0,0,0,0,0,0,NO
93,3,0,8,0,0,0,0,0,1,93,85,31,93,85,31,0,31,NO
1371,7,0,91,28,56,16,29,34,4,99,62,14.142857,195,67,21,16,21,NO
51,0,0,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,NO
45,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,NO
157,0,0,1,5,3,1,1,0,0,0,0,0,0,0,0,0,0,NO
31,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NO
1708,5,1,30,45,33,13,28,27,3,302,134,60.4,346,140,64.8,8,64.8,NO
55,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NO
204,0,0,18,2,8,4,4,1,0,0,0,0,0,0,0,0,0,NO
55,0,0,4,1,3,2,2,0,0,0,0,0,0,0,0,0,0,NO
103,0,0,8,1,2,3,5,0,0,0,0,0,0,0,0,0,0,NO
34,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NO
83,0,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,0,NO
488,4,0,4,17,12,12,20,8,2,207,145,51.75,369,188,71.5,43,71.5,NO
83,0,0,2,1,5,2,2,0,0,0,0,0,0,0,0,0,0,NO
129,0,0,7,1,6,1,1,0,0,0,0,0,0,0,0,0,0,NO
885,4,3,69,17,27,28,31,4,1,18,10,4.5,60,22,9.75,12,9.75,NO
440,2,0,14,6,15,6,8,12,2,60,60,30,110,76,42.5,16,42.5,NO
40,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
391,1,1,13,5,17,7,10,0,1,4,4,4,6,5,5,1,5,NO
393,2,0,9,12,4,12,24,5,2,3,2,1.5,11,5,3.5,3,3.5,NO
51,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
709,3,1,56,11,25,9,13,6,2,72,41,24,114,47,31,11,31,NO
32,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NO
68,0,0,4,0,2,3,3,0,0,0,0,0,0,0,0,0,0,NO
564,1,0,37,7,19,14,16,4,1,17,17,17,19,18,18,1,18,NO
588,1,0,41,5,20,10,13,9,1,22,22,22,30,26,26,4,26,NO
381,3,0,34,6,23,4,6,14,2,67,38,22.333333,105,46,28.666667,8,28.666667,NO
977,4,1,97,15,21,13,16,12,2,70,66,17.5,104,68,21.75,9,21.75,NO
275,0,0,32,4,2,7,9,2,0,0,0,0,0,0,0,0,0,NO
31,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NO
50,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,NO
27,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
183,1,0,6,3,19,1,3,4,1,8,8,8,14,11,11,3,11,NO
50,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NO
62,0,0,1,2,0,3,5,0,0,0,0,0,0,0,0,0,0,NO
87,0,0,1,1,1,3,5,0,0,0,0,0,0,0,0,0,0,NO
52,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,NO
419,1,0,20,4,13,8,11,9,1,46,46,46,56,51,51,5,51,NO
224,0,0,2,6,15,3,3,2,0,0,0,0,0,0,0,0,0,NO
118,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,NO
83,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NO
147,0,0,18,0,17,7,7,0,0,0,0,0,0,0,0,0,0,NO
120,1,0,11,1,3,1,8,3,1,120,120,120,120,120,120,0,120,NO
58,0,0,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,NO
44,0,0,1,0,0,6,8,0,0,0,0,0,0,0,0,0,0,NO
106,0,0,6,0,1,3,5,4,0,0,0,0,0,0,0,0,0,NO
238,0,0,26,3,7,2,2,1,0,0,0,0,0,0,0,0,0,NO
43,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,NO
195,3,2,26,3,11,5,8,5,2,10,9,3.333333,20,10,5,3,5,NO
189,0,0,2,3,6,4,8,5,0,0,0,0,0,0,0,0,0,NO
151,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NO
364,0,0,3,26,2,1,1,0,0,0,0,0,0,0,0,0,0,NO
910,0,0,18,24,25,6,14,17,0,0,0,0,0,0,0,0,0,NO
911,2,0,37,20,27,12,21,13,1,22,13,11,26,15,12,2,12,NO
43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
325,0,0,15,6,12,10,21,5,0,0,0,0,0,0,0,0,0,NO
27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
55,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,NO
93,0,0,3,1,3,5,6,2,0,0,0,0,0,0,0,0,0,NO
191,0,0,2,6,4,2,7,2,0,0,0,0,0,0,0,0,0,NO
90,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,NO
89,0,0,1,0,3,2,3,2,0,0,0,0,0,0,0,0,0,NO
273,1,0,6,8,7,7,10,4,1,1,1,1,3,2,2,1,2,NO
153,1,0,5,2,3,3,5,7,1,1,1,1,5,3,3,2,3,NO
92,2,1,3,0,2,1,3,5,1,2,2,1,10,4,3,2,3,NO
82,0,0,7,0,4,2,5,0,0,0,0,0,0,0,0,0,0,NO
148,0,0,1,0,6,3,3,1,0,0,0,0,0,0,0,0,0,NO
433,1,1,13,5,9,7,12,7,1,12,12,12,20,16,16,4,16,NO
1231,4,4,72,22,37,10,14,13,2,41,34,10.25,65,44,13.25,10,13.25,NO
528,1,1,20,9,10,10,14,3,1,0,0,0,12,6,6,6,6,NO
205,2,1,4,2,5,3,5,7,1,0,0,0,10,3,2.5,3,2.5,NO
190,0,0,6,6,8,4,7,5,0,0,0,0,0,0,0,0,0,NO
86,0,0,1,1,1,3,7,0,0,0,0,0,0,0,0,0,0,NO
213,1,0,26,1,2,3,6,6,1,1,1,1,11,6,6,5,6,NO
408,2,0,13,5,14,14,18,6,2,4,4,2,24,9,7,5,7,NO
572,0,0,24,10,26,10,15,10,0,0,0,0,0,0,0,0,0,NO
132,0,0,6,1,3,0,3,4,0,0,0,0,0,0,0,0,0,NO
168,0,0,4,1,9,2,2,7,0,0,0,0,0,0,0,0,0,NO
107,1,1,2,2,5,3,3,1,1,2,2,2,34,16,16,18,16,NO
85,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NO
107,0,0,4,1,2,1,4,4,0,0,0,0,0,0,0,0,0,NO
250,2,0,10,9,8,13,21,3,2,250,246,125,270,246,130,10,130,NO
237,0,0,4,2,16,1,8,2,0,0,0,0,0,0,0,0,0,NO
622,2,1,11,1,40,2,4,4,1,111,111,55.5,113,111,56,1,56,NO
47,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,NO
1487,6,2,17,2,113,2,5,4,4,159,69,26.5,247,71,33.833333,25,33.833333,NO
27,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NO
89,0,0,1,3,3,0,6,0,0,0,0,0,0,0,0,0,0,NO
481,1,1,12,8,17,11,24,10,1,1,1,1,1,0,0,1,0,NO
227,1,1,1,3,16,6,7,6,1,1,1,1,1,1,1,0,1,NO
166,0,0,4,7,9,3,12,7,0,0,0,0,0,0,0,0,0,NO
92,0,0,4,3,6,2,5,2,0,0,0,0,0,0,0,0,0,NO
476,0,0,20,9,25,9,18,7,0,0,0,0,0,0,0,0,0,NO
93,0,0,4,3,6,2,5,2,0,0,0,0,0,0,0,0,0,NO
244,0,0,9,5,9,1,7,1,0,0,0,0,0,0,0,0,0,NO
204,0,0,2,0,11,5,6,6,0,0,0,0,0,0,0,0,0,NO
252,0,0,16,4,1,1,6,3,0,0,0,0,0,0,0,0,0,NO
119,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,NO
733,0,0,21,14,34,12,21,27,0,0,0,0,0,0,0,0,0,NO
630,1,0,26,8,22,15,27,11,1,0,0,0,2,1,1,1,1,NO
69,0,0,1,2,4,0,0,2,0,0,0,0,0,0,0,0,0,NO
77,0,0,4,1,7,2,3,0,0,0,0,0,0,0,0,0,0,NO
97,0,0,3,2,4,8,9,3,0,0,0,0,0,0,0,0,0,NO
380,0,0,2,9,22,5,6,3,0,0,0,0,0,0,0,0,0,NO
214,0,0,2,8,3,3,3,0,0,0,0,0,0,0,0,0,0,NO
38,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NO
79,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,NO
25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
84,0,0,2,1,5,3,3,0,0,0,0,0,0,0,0,0,0,NO
34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
33,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
104,0,0,4,0,2,1,1,0,0,0,0,0,0,0,0,0,0,NO
193,0,0,3,0,9,2,2,2,0,0,0,0,0,0,0,0,0,NO
70,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,NO
140,0,0,3,2,4,5,7,2,0,0,0,0,0,0,0,0,0,NO
22,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
156,0,0,1,3,7,5,9,1,0,0,0,0,0,0,0,0,0,NO
142,1,0,2,1,5,3,4,1,1,0,0,0,2,1,1,1,1,NO
100,0,0,8,3,6,2,2,1,0,0,0,0,0,0,0,0,0,NO
153,1,0,9,0,4,5,5,0,1,1,1,1,1,1,1,0,1,NO
31,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
340,1,0,12,2,0,8,14,0,1,340,340,340,340,340,340,0,340,NO
61,1,0,2,0,1,1,2,0,1,1,1,1,1,1,1,0,1,NO
61,1,0,2,0,0,5,5,0,1,1,1,1,1,1,1,0,1,NO
877,1,0,46,6,24,8,10,0,1,1,1,1,1,1,1,0,1,NO
62,1,0,5,0,7,0,1,0,1,1,1,1,1,1,1,0,1,NO
186,1,0,14,1,9,0,0,0,1,1,1,1,1,1,1,0,1,NO
264,1,0,8,5,9,4,7,1,1,0,0,0,2,1,1,1,1,NO
42,1,0,1,0,2,0,1,0,1,1,1,1,3,1,1,2,1,NO
248,0,0,10,4,14,1,3,0,0,0,0,0,0,0,0,0,0,NO
358,1,0,3,13,16,8,16,10,1,3,3,3,21,9,9,12,9,NO
199,0,0,2,12,7,4,24,4,0,0,0,0,0,0,0,0,0,NO
330,1,0,8,6,14,0,11,1,1,136,136,136,192,164,164,28,164,NO
346,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,NO
89,1,0,1,0,5,1,9,2,1,2,2,2,10,4,4,6,4,NO
193,2,0,6,5,8,2,6,9,1,176,159,88,314,61,43,220,43,NO
406,3,0,11,16,15,4,14,19,3,36,26,12,46,29,13.666667,3,13.666667,NO
82,0,0,1,0,7,1,1,4,0,0,0,0,0,0,0,0,0,NO
53,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,NO
148,0,0,5,1,3,2,6,2,0,0,0,0,0,0,0,0,0,NO
4774,1,0,114,9,230,0,0,0,1,4774,4774,4774,4774,4774,4774,0,4774,NO
4088,0,0,93,9,219,0,0,0,0,0,0,0,0,0,0,0,0,NO
93,1,0,2,1,5,1,4,3,1,5,5,5,17,11,11,6,11,NO
78,3,0,1,0,3,1,4,4,2,78,61,26,92,61,28.333333,5,28.333333,NO
74,3,0,1,0,3,1,2,6,2,74,58,24.666667,86,58,26.666667,4,26.666667,NO
978,3,0,48,15,30,8,34,23,2,100,94,33.333333,528,297,104.666667,203,104.666667,NO
37,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
59,1,0,1,0,0,0,0,1,1,11,11,11,15,13,13,2,13,NO
135,3,0,10,0,1,6,9,4,2,135,133,45,163,133,49.666667,12,49.666667,NO
165,3,0,12,0,3,6,10,8,2,166,160,55.333333,192,160,59.666667,11,59.666667,NO
47,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,NO
101,0,0,2,2,12,0,0,1,0,0,0,0,0,0,0,0,0,NO
103,3,0,1,0,2,2,5,5,2,103,98,34.333333,153,98,42.666667,22,42.666667,NO
154,4,1,6,0,3,3,6,8,2,156,143,39,176,143,41.25,8,41.25,NO
556,0,0,18,16,18,13,22,20,0,0,0,0,0,0,0,0,0,NO
386,1,0,18,11,13,9,22,9,1,26,26,26,34,30,30,4,30,NO
296,1,0,4,12,10,3,16,12,1,12,12,12,16,14,14,2,14,NO
135,0,0,4,2,4,8,11,7,0,0,0,0,0,0,0,0,0,NO
56,0,0,1,1,2,1,3,1,0,0,0,0,0,0,0,0,0,NO
78,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
35,1,0,1,0,0,0,0,0,1,35,35,35,35,35,35,0,35,NO
467,2,0,12,9,10,10,15,24,1,58,56,29,130,90,47,34,47,NO
174,0,0,16,1,1,4,6,3,0,0,0,0,0,0,0,0,0,NO
148,0,0,9,0,2,3,5,2,0,0,0,0,0,0,0,0,0,NO
88,0,0,6,2,0,1,2,3,0,0,0,0,0,0,0,0,0,NO
52,1,1,7,0,0,0,0,0,1,7,7,7,7,7,7,0,7,NO
39,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,NO
208,1,0,2,5,4,2,5,0,1,26,26,26,44,35,35,9,35,NO
77,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,NO
666,0,0,40,8,3,6,6,0,0,0,0,0,0,0,0,0,0,NO
146,1,1,2,2,0,4,6,0,1,42,42,42,42,42,42,0,42,NO
302,1,1,18,14,5,12,24,5,1,39,39,39,57,48,48,9,48,NO
54,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,NO
87,1,0,3,0,0,0,0,0,1,11,11,11,11,11,11,0,11,NO
119,0,0,9,0,0,2,6,0,0,0,0,0,0,0,0,0,0,NO
200,0,0,9,6,7,7,11,1,0,0,0,0,0,0,0,0,0,NO
152,0,0,1,2,0,3,5,0,0,0,0,0,0,0,0,0,0,NO
39,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,NO
677,0,0,63,14,15,9,12,0,0,0,0,0,0,0,0,0,0,NO
131,0,0,8,1,3,5,5,0,0,0,0,0,0,0,0,0,0,NO
47,0,0,1,0,2,1,3,0,0,0,0,0,0,0,0,0,0,NO
100,0,0,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,NO
43,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,NO
73,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NO
257,0,0,7,8,6,5,14,2,0,0,0,0,0,0,0,0,0,NO
62,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,NO
45,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NO
41,1,0,1,0,1,0,0,0,1,41,41,41,41,41,41,0,41,NO
47,1,0,1,1,2,1,1,0,1,47,47,47,47,47,47,0,47,NO
55,1,0,1,0,2,0,0,0,1,55,55,55,55,55,55,0,55,NO
1046,1,0,24,13,69,10,31,1,1,1046,1046,1046,1046,1046,1046,0,1046,NO
133,1,0,7,1,6,4,10,0,1,36,36,36,44,40,40,4,40,NO
147,1,0,1,0,3,2,5,1,1,147,147,147,147,147,147,0,147,NO
147,2,2,4,7,3,5,20,2,2,16,16,8,18,16,8.5,1,8.5,NO
77,2,1,5,1,4,2,4,2,2,9,9,4.5,21,14,7.5,5,7.5,NO
99,0,0,1,3,8,0,2,4,0,0,0,0,0,0,0,0,0,NO
53,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,NO
95,1,0,1,1,7,1,1,2,1,14,14,14,22,18,18,4,18,NO
77,2,2,1,1,3,1,13,2,1,1,1,0.5,13,3,3,4,3,NO
69,0,0,1,3,5,0,2,4,0,0,0,0,0,0,0,0,0,NO
69,0,0,4,1,5,1,3,1,0,0,0,0,0,0,0,0,0,NO
77,0,0,7,6,2,0,10,0,0,0,0,0,0,0,0,0,0,NO
80,1,0,3,2,4,3,4,2,1,8,8,8,16,12,12,4,12,NO
72,0,0,1,3,5,0,2,4,0,0,0,0,0,0,0,0,0,NO
63,0,0,1,2,3,0,3,2,0,0,0,0,0,0,0,0,0,NO
50,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NO
28,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NO
108,1,0,11,4,14,1,1,0,1,12,12,12,16,14,14,2,14,NO
40,0,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,NO
76,0,0,4,0,9,1,1,0,0,0,0,0,0,0,0,0,0,NO
64,1,0,1,0,6,1,1,0,1,15,15,15,27,21,21,6,21,NO
63,0,0,1,1,0,2,5,0,0,0,0,0,0,0,0,0,0,NO
55,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NO
45,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,NO
476,0,0,50,6,20,4,18,0,0,0,0,0,0,0,0,0,0,NO
77,0,0,4,0,8,2,3,0,0,0,0,0,0,0,0,0,0,NO
69,0,0,1,1,0,6,8,0,0,0,0,0,0,0,0,0,0,NO
104,0,0,1,0,10,4,4,0,0,0,0,0,0,0,0,0,0,NO
115,0,0,1,0,11,5,5,0,0,0,0,0,0,0,0,0,0,NO
421,0,0,1,0,30,0,13,0,0,0,0,0,0,0,0,0,0,NO
61,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NO
2009,0,0,172,24,117,13,47,0,0,0,0,0,0,0,0,0,0,NO
179,0,0,8,2,4,0,2,0,0,0,0,0,0,0,0,0,0,NO
106,0,0,11,1,3,4,9,0,0,0,0,0,0,0,0,0,0,NO
33,0,0,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,NO
657,0,0,10,12,54,6,15,0,0,0,0,0,0,0,0,0,0,NO
295,0,0,6,4,27,5,12,0,0,0,0,0,0,0,0,0,0,NO
872,0,0,86,9,62,7,20,0,0,0,0,0,0,0,0,0,0,NO
444,0,0,29,14,1,10,22,0,0,0,0,0,0,0,0,0,0,NO
168,0,0,6,7,6,7,14,0,0,0,0,0,0,0,0,0,0,NO
752,0,0,15,13,51,10,21,0,0,0,0,0,0,0,0,0,0,NO
135,0,0,4,4,6,1,8,0,0,0,0,0,0,0,0,0,0,NO
1126,0,0,39,3,71,0,0,0,0,0,0,0,0,0,0,0,0,NO
163,0,0,8,1,0,2,7,0,0,0,0,0,0,0,0,0,0,NO
184,0,0,1,3,18,0,1,0,0,0,0,0,0,0,0,0,0,NO
51,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,NO
25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
180,0,0,3,1,22,0,0,0,0,0,0,0,0,0,0,0,0,NO
64,0,0,1,3,4,0,1,0,0,0,0,0,0,0,0,0,0,NO
101,0,0,8,3,6,0,2,0,0,0,0,0,0,0,0,0,0,NO
512,0,0,12,4,18,2,3,0,0,0,0,0,0,0,0,0,0,NO
187,0,0,2,3,9,2,2,0,0,0,0,0,0,0,0,0,0,NO
56,0,0,3,0,3,2,3,0,0,0,0,0,0,0,0,0,0,NO
39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
261,0,0,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,NO
73,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,NO
65,0,0,1,3,3,0,1,0,0,0,0,0,0,0,0,0,0,NO
329,0,0,1,3,38,0,1,0,0,0,0,0,0,0,0,0,0,NO
64,0,0,1,2,5,1,9,0,0,0,0,0,0,0,0,0,0,NO
164,0,0,16,9,11,6,12,0,0,0,0,0,0,0,0,0,0,NO
624,0,0,23,6,39,5,36,0,0,0,0,0,0,0,0,0,0,NO
74,0,0,2,1,4,0,7,0,0,0,0,0,0,0,0,0,0,NO
117,0,0,12,1,11,0,4,0,0,0,0,0,0,0,0,0,0,NO
84,0,0,2,0,8,0,11,0,0,0,0,0,0,0,0,0,0,NO
226,0,0,48,3,11,0,12,0,0,0,0,0,0,0,0,0,0,NO
76,0,0,1,0,7,0,10,0,0,0,0,0,0,0,0,0,0,NO
323,0,0,28,3,11,3,13,0,0,0,0,0,0,0,0,0,0,NO
72,0,0,1,0,3,0,6,0,0,0,0,0,0,0,0,0,0,NO
42,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NO
48,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,NO
89,0,0,1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,NO
380,0,0,2,0,15,1,14,0,0,0,0,0,0,0,0,0,0,NO
141,0,0,5,5,4,0,10,1,0,0,0,0,0,0,0,0,0,NO
148,0,0,3,4,3,3,16,1,0,0,0,0,0,0,0,0,0,NO
191,0,0,4,7,11,4,8,1,0,0,0,0,0,0,0,0,0,NO
46,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
165,0,0,8,11,3,2,20,0,0,0,0,0,0,0,0,0,0,NO
171,0,0,45,2,15,1,6,0,0,0,0,0,0,0,0,0,0,NO
56,0,0,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,NO
179,0,0,32,1,7,1,8,0,0,0,0,0,0,0,0,0,0,NO
74,0,0,1,2,5,0,2,0,0,0,0,0,0,0,0,0,0,NO
36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
39,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
156,0,0,17,4,1,2,16,0,0,0,0,0,0,0,0,0,0,NO
84,0,0,9,2,1,0,13,0,0,0,0,0,0,0,0,0,0,NO
117,0,0,12,1,3,1,9,0,0,0,0,0,0,0,0,0,0,NO
94,0,0,15,0,4,0,6,0,0,0,0,0,0,0,0,0,0,NO
71,0,0,9,1,1,0,9,0,0,0,0,0,0,0,0,0,0,NO
183,0,0,1,0,0,1,19,0,0,0,0,0,0,0,0,0,0,NO
85,0,0,11,2,1,0,13,0,0,0,0,0,0,0,0,0,0,NO
183,0,0,2,1,6,3,5,0,0,0,0,0,0,0,0,0,0,NO
