Filename,IFA,Precision_0.5,Recall,F1,MAP,AUC,G_Measure,MCC,PofB10,PofB15,PofB20,PofB25,PofB30,PofB35,PofB40,PofB45,PofB50,PofB55,PofB60,PofB65,PofB70,PofB75,PofB80,PofB85,PofB90,PofB95,PofB100,Average_Pofb,Npofb10,Npofb15,Npofb20,Npofb25,Npofb30,Npofb35,Npofb40,Npofb45,Npofb50,Npofb55,Npofb60,Npofb65,Npofb70,Npofb75,Npofb80,Npofb85,Npofb90,Npofb95,Npofb100,avgNPofB,Popt10,Popt15,Popt20,Popt25,Popt30,Popt35,Popt40,Popt45,Popt50,Popt55,Popt60,Popt65,Popt70,Popt75,Popt80,Popt85,Popt90,Popt95,Popt100,avgNpopt,
IBk_BestFirst(Bi-directional)_NoSampling_1.csv,0,0.5692307692307692,0.4868421052631579,0.524822695035461,0.4961707895628599,0.9048448936911815,0.6094409106126548,0.31465968722572096,0.39473684210526316,0.4342105263157895,0.4473684210526316,0.47368421052631576,0.5921052631578947,0.7236842105263158,0.7894736842105263,0.8421052631578947,0.881578947368421,0.9210526315789473,0.9473684210526315,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,0.6464260436920842,0.39473684210526316,0.4342105263157895,0.4473684210526316,0.47368421052631576,0.5921052631578947,0.7236842105263158,0.7894736842105263,0.8421052631578947,0.881578947368421,0.9210526315789473,0.9473684210526315,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,0.8231861172407676,0.5263157894736843,0.5,0.4722222222222222,0.4800000000000001,0.6,0.7236842105263158,0.7894736842105263,0.8421052631578947,0.881578947368421,0.9210526315789473,0.9473684210526315,0.9736842105263158,0.983050847457627,1.0,1.0,1.0,1.0,1.0,1,0.8109418282548476,
IBk_BestFirst(Bi-directional)_NoSampling_2.csv,3,0.3924050632911392,0.5344827586206896,0.45255474452554745,0.33622913575496094,0.9098405342783155,0.644098717883748,0.30848417072352863,0.3103448275862069,0.41379310344827586,0.4482758620689655,0.5172413793103449,0.5862068965517241,0.7241379310344828,0.7931034482758621,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9482758620689655,0.9655172413793104,0.9827586206896551,0.9827586206896551,0.9827586206896551,1.0,1.0,1.0,1.0,0.8166245837516093,0.3103448275862069,0.41379310344827586,0.4482758620689655,0.5172413793103449,0.5862068965517241,0.7241379310344828,0.7931034482758621,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9482758620689655,0.9655172413793104,0.9827586206896551,0.9827586206896551,0.9827586206896551,1.0,1.0,1.0,1.0,0.8120225614544871,0.4,0.4528301886792453,0.45614035087719296,0.5172413793103449,0.5862068965517241,0.7241379310344828,0.7931034482758621,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9482758620689655,0.9655172413793104,0.9827586206896551,0.9827586206896551,0.9642857142857142,1.0,1.0,1.0,1,0.8058076225045372,
IBk_BestFirst(Bi-directional)_NoSampling_3.csv,1,0.1595744680851064,0.5555555555555556,0.24793388429752067,0.14023824565165047,0.8922558922558923,0.6421079559989767,0.18980436416453803,0.4074074074074074,0.48148148148148145,0.5185185185185185,0.5925925925925926,0.7037037037037037,0.8148148148148148,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8615984405458089,0.4074074074074074,0.48148148148148145,0.5185185185185185,0.5925925925925926,0.7037037037037037,0.8148148148148148,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8538011695906432,0.40740740740740744,0.4814814814814814,0.5185185185185185,0.5925925925925926,0.7037037037037037,0.8148148148148148,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0,1,0.8538011695906432,
IBk_BestFirst(Bi-directional)_NoSampling_4.csv,10,0.14285714285714285,0.5714285714285714,0.22857142857142856,0.12489631289673991,0.9421487603305785,0.6890894175553732,0.23352335969154991,0.5,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8984962406015038,0.5,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.887218045112782,0.5,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.887218045112782,
IBk_BestFirst(Bi-directional)_NoSampling_SensitiveLearning_1.csv,0,0.5692307692307692,0.4868421052631579,0.524822695035461,0.4961707895628599,0.85953293830603,0.6094409106126548,0.31465968722572096,0.39473684210526316,0.4342105263157895,0.4473684210526316,0.618421052631579,0.631578947368421,0.7236842105263158,0.7894736842105263,0.8421052631578947,0.881578947368421,0.9210526315789473,0.9473684210526315,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,0.6464260436920842,0.39473684210526316,0.4342105263157895,0.4473684210526316,0.618421052631579,0.631578947368421,0.7236842105263158,0.7894736842105263,0.8421052631578947,0.881578947368421,0.9210526315789473,0.9473684210526315,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,0.8330106786442765,0.5263157894736843,0.5,0.4722222222222222,0.6266666666666667,0.64,0.7236842105263158,0.7894736842105263,0.8421052631578947,0.881578947368421,0.9210526315789473,0.9473684210526315,0.9736842105263158,0.983050847457627,1.0,1.0,1.0,1.0,1.0,1,0.8206371191135734,
IBk_BestFirst(Bi-directional)_NoSampling_SensitiveLearning_2.csv,3,0.3875,0.5344827586206896,0.4492753623188406,0.33399956153171595,0.9098405342783155,0.6428462515883099,0.30369078470179756,0.3103448275862069,0.41379310344827586,0.4482758620689655,0.5172413793103449,0.5862068965517241,0.7241379310344828,0.7931034482758621,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9482758620689655,0.9655172413793104,0.9827586206896551,0.9827586206896551,0.9827586206896551,1.0,1.0,1.0,1.0,0.8166245837516093,0.3103448275862069,0.41379310344827586,0.4482758620689655,0.5172413793103449,0.5862068965517241,0.7241379310344828,0.7931034482758621,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9482758620689655,0.9655172413793104,0.9827586206896551,0.9827586206896551,0.9827586206896551,1.0,1.0,1.0,1.0,0.8120225614544871,0.4,0.4528301886792453,0.45614035087719296,0.5172413793103449,0.5862068965517241,0.7241379310344828,0.7931034482758621,0.8275862068965517,0.896551724137931,0.9310344827586207,0.9482758620689655,0.9655172413793104,0.9827586206896551,0.9827586206896551,0.9642857142857142,1.0,1.0,1.0,1,0.8058076225045372,
IBk_BestFirst(Bi-directional)_NoSampling_SensitiveLearning_3.csv,1,0.15789473684210525,0.5555555555555556,0.2459016393442623,0.136214783174799,0.8922558922558923,0.6410256410256411,0.18734965727058034,0.4074074074074074,0.48148148148148145,0.5185185185185185,0.5925925925925926,0.7037037037037037,0.8148148148148148,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8615984405458089,0.4074074074074074,0.48148148148148145,0.5185185185185185,0.5925925925925926,0.7037037037037037,0.8148148148148148,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8538011695906432,0.40740740740740744,0.4814814814814814,0.5185185185185185,0.5925925925925926,0.7037037037037037,0.8148148148148148,0.8888888888888888,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.9629629629629629,1.0,1.0,1.0,1.0,1.0,1.0,1,0.8538011695906432,
IBk_BestFirst(Bi-directional)_NoSampling_SensitiveLearning_4.csv,10,0.14035087719298245,0.5714285714285714,0.22535211267605634,0.1186641549617956,0.9421487603305785,0.6882191780821918,0.23037311488324005,0.5,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8984962406015038,0.5,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.887218045112782,0.5,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7857142857142857,0.8571428571428571,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.887218045112782,
IBk_BestFirst(Bi-directional)_OverSampling_1.csv,0,0.5423728813559322,0.42105263157894735,0.4740740740740741,0.47419615402890253,0.8964796096200767,0.5566778900112234,0.2606566920785405,0.35526315789473684,0.39473684210526316,0.5,0.618421052631579,0.6710526315789473,0.7894736842105263,0.8421052631578947,0.8552631578947368,0.9078947368421053,0.9473684210526315,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,0.5169892526715172,0.35526315789473684,0.39473684210526316,0.5,0.618421052631579,0.6710526315789473,0.7894736842105263,0.8421052631578947,0.8552631578947368,0.9078947368421053,0.9473684210526315,0.9605263157894737,0.9736842105263158,0.9868421052631579,1.0,1.0,1.0,1.0,1.0,1.0,0.8432653024446065,0.4736842105263158,0.4545454545454546,0.5277777777777778,0.6266666666666667,0.6799999999999999,0.7894736842105263,0.8421052631578947,0.8552631578947368,0.9078947368421053,0.9473684210526315,0.9605263157894737,0.9736842105263158,0.983050847457627,1.0,1.0,1.0,1.0,1.0,1,0.8317174515235457,
IBk_BestFirst(Bi-directional)_OverSampling_2.csv,8,0.35051546391752575,0.5862068965517241,0.43870967741935485,0.30506719664574267,0.8969606106037891,0.6584446029966364,0.2835062775893409,0.27586206896551724,0.41379310344827586,0.5,0.5344827586206896,0.5689655172413793,0.5862068965517241,0.7758620689655172,0.8448275862068966,0.8793103448275862,0.8793103448275862,0.9310344827586207,0.9655172413793104,0.9655172413793104,0.9827586206896551,0.9827586206896551,1.0,1.0,1.0,1.0,0.7138440603786629,0.27586206896551724,0.41379310344827586,0.5,0.5344827586206896,0.5689655172413793,0.5862068965517241,0.7758620689655172,0.8448275862068966,0.8793103448275862,0.8793103448275862,0.9310344827586207,0.9655172413793104,0.9655172413793104,0.9827586206896551,0.9827586206896551,1.0,1.0,1.0,1.0,0.7997492890417554,0.3555555555555555,0.4528301886792453,0.5087719298245614,0.5344827586206896,0.5689655172413793,0.5862068965517241,0.7758620689655172,0.8448275862068966,0.8793103448275862,0.8793103448275862,0.9310344827586207,0.9655172413793104,0.9655172413793104,0.9827586206896551,0.9642857142857142,1.0,1.0,1.0,1,0.794010889292196,
