DATASET,INDEX TRAINING_RELEASES,TRAINING_INSTANCES(%),CLASSIFIER,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,PRECISION,RECALL,F1,AREA_UNDER_ROC,KAPPA,TRUE_POSITIVES,FALSE_POSITIVES,TRUE_NEGATIVES,FALSE_NEGATIVES,TOTAL_COST
AVRO,8,82.7186512118019,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.23529411764705882,0.5,0.31999999999999995,0.7748397435897436,0.2716823406478579,4.0,13.0,143.0,4.0,53.0
AVRO,8,82.7186512118019,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.19047619047619047,0.5,0.27586206896551724,0.7780448717948718,0.22081447963800876,4.0,17.0,139.0,4.0,57.0
AVRO,8,82.7186512118019,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.15,0.375,0.21428571428571425,0.7720352564102564,0.15543071161048688,3.0,17.0,139.0,5.0,67.0
AVRO,9,84.28063943161634,RandomForest,None,None,None,NaN,0.0,NaN,0.7547325102880659,0.0,0.0,0.0,162.0,15.0,150.0
AVRO,9,84.28063943161634,NaiveBayes,None,None,None,0.17073170731707318,0.4666666666666667,0.25,0.768312757201646,0.14374568071872829,7.0,34.0,128.0,8.0,114.0
AVRO,9,84.28063943161634,IBk,None,None,None,0.2857142857142857,0.13333333333333333,0.18181818181818182,0.5753086419753086,0.135179153094463,2.0,5.0,157.0,13.0,135.0
AVRO,9,84.28063943161634,RandomForest,BestFirst(Bi-directional),None,None,0.5,0.13333333333333333,0.2105263157894737,0.762962962962963,0.1813135985198888,2.0,2.0,160.0,13.0,132.0
AVRO,9,84.28063943161634,NaiveBayes,BestFirst(Bi-directional),None,None,0.25,0.3333333333333333,0.28571428571428575,0.7919753086419753,0.2091152815013402,5.0,15.0,147.0,10.0,115.0
AVRO,9,84.28063943161634,IBk,BestFirst(Bi-directional),None,None,0.16666666666666666,0.13333333333333333,0.14814814814814814,0.48045267489711935,0.07875084860828244,2.0,10.0,152.0,13.0,140.0
AVRO,9,84.28063943161634,RandomForest,None,SMOTE,None,0.4,0.13333333333333333,0.2,0.681275720164609,0.16460176991150405,2.0,3.0,159.0,13.0,133.0
AVRO,9,84.28063943161634,NaiveBayes,None,SMOTE,None,0.23684210526315788,0.6,0.339622641509434,0.81440329218107,0.24827084091736448,9.0,29.0,133.0,6.0,89.0
AVRO,9,84.28063943161634,IBk,None,SMOTE,None,0.15384615384615385,0.13333333333333333,0.14285714285714288,0.5567901234567901,0.06964520367936923,2.0,11.0,151.0,13.0,141.0
AVRO,9,84.28063943161634,RandomForest,None,None,SensitiveLearning,0.5,0.13333333333333333,0.2105263157894737,0.6681069958847736,0.1813135985198888,2.0,2.0,160.0,13.0,132.0
AVRO,9,84.28063943161634,NaiveBayes,None,None,SensitiveLearning,0.19230769230769232,0.6666666666666666,0.29850746268656714,0.768312757201646,0.19225167491989512,10.0,42.0,120.0,5.0,92.0
AVRO,9,84.28063943161634,IBk,None,None,SensitiveLearning,0.2857142857142857,0.13333333333333333,0.18181818181818182,0.5753086419753086,0.135179153094463,2.0,5.0,157.0,13.0,135.0
AVRO,9,84.28063943161634,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.2,0.2,0.20000000000000004,0.7061728395061728,0.12592592592592586,3.0,12.0,150.0,12.0,132.0
AVRO,9,84.28063943161634,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.2564102564102564,0.6666666666666666,0.37037037037037035,0.7930041152263374,0.28254649499284695,10.0,29.0,133.0,5.0,79.0
AVRO,9,84.28063943161634,IBk,BestFirst(Bi-directional),SMOTE,None,0.15151515151515152,0.3333333333333333,0.20833333333333331,0.5263374485596708,0.10391686650679428,5.0,28.0,134.0,10.0,128.0
AVRO,9,84.28063943161634,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.3125,0.3333333333333333,0.3225806451612903,0.7213991769547325,0.25763930497303766,5.0,11.0,151.0,10.0,111.0
AVRO,9,84.28063943161634,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.2702702702702703,0.6666666666666666,0.3846153846153846,0.7919753086419753,0.30022238695329884,10.0,27.0,135.0,5.0,77.0
AVRO,9,84.28063943161634,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.15384615384615385,0.13333333333333333,0.14285714285714288,0.48045267489711935,0.06964520367936923,2.0,11.0,151.0,13.0,141.0
AVRO,10,86.21745788667688,RandomForest,None,None,None,0.75,0.17647058823529413,0.2857142857142857,0.8074702273547456,0.2590559824368819,3.0,1.0,162.0,14.0,141.0
AVRO,10,86.21745788667688,NaiveBayes,None,None,None,0.5,0.29411764705882354,0.37037037037037035,0.7751714182605558,0.3230088495575221,5.0,5.0,158.0,12.0,125.0
AVRO,10,86.21745788667688,IBk,None,None,None,0.3,0.17647058823529413,0.22222222222222224,0.5364489354023818,0.16371681415929182,3.0,7.0,156.0,14.0,147.0
AVRO,10,86.21745788667688,RandomForest,BestFirst(Bi-directional),None,None,0.7,0.4117647058823529,0.5185185185185185,0.8372428726091664,0.48230088495575246,7.0,3.0,160.0,10.0,103.0
AVRO,10,86.21745788667688,NaiveBayes,BestFirst(Bi-directional),None,None,0.4,0.35294117647058826,0.37500000000000006,0.8027787802237459,0.3142857142857142,6.0,9.0,154.0,11.0,119.0
AVRO,10,86.21745788667688,IBk,BestFirst(Bi-directional),None,None,0.5,0.4117647058823529,0.45161290322580644,0.6542764345001805,0.4004702194357365,7.0,7.0,156.0,10.0,107.0
AVRO,10,86.21745788667688,RandomForest,None,SMOTE,None,0.5,0.29411764705882354,0.37037037037037035,0.7600144352219416,0.3230088495575221,5.0,5.0,158.0,12.0,125.0
AVRO,10,86.21745788667688,NaiveBayes,None,SMOTE,None,0.42857142857142855,0.35294117647058826,0.3870967741935484,0.7773367015517864,0.3299373040752352,6.0,8.0,155.0,11.0,118.0
AVRO,10,86.21745788667688,IBk,None,SMOTE,None,0.3333333333333333,0.35294117647058826,0.34285714285714286,0.5979790689281848,0.27215189873417733,6.0,12.0,151.0,11.0,122.0
AVRO,10,86.21745788667688,RandomForest,None,None,SensitiveLearning,0.5,0.4117647058823529,0.45161290322580644,0.7787802237459401,0.4004702194357365,7.0,7.0,156.0,10.0,107.0
AVRO,10,86.21745788667688,NaiveBayes,None,None,SensitiveLearning,0.35714285714285715,0.29411764705882354,0.3225806451612903,0.7751714182605558,0.25940438871473315,5.0,9.0,154.0,12.0,129.0
AVRO,10,86.21745788667688,IBk,None,None,SensitiveLearning,0.23076923076923078,0.17647058823529413,0.20000000000000004,0.5364489354023818,0.12868091972569584,3.0,10.0,153.0,14.0,150.0
AVRO,10,86.21745788667688,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.5,0.29411764705882354,0.37037037037037035,0.8193792854565138,0.3230088495575221,5.0,5.0,158.0,12.0,125.0
AVRO,10,86.21745788667688,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.3103448275862069,0.5294117647058824,0.391304347826087,0.8004330566582462,0.309021113243762,9.0,20.0,143.0,8.0,100.0
AVRO,10,86.21745788667688,IBk,BestFirst(Bi-directional),SMOTE,None,0.2727272727272727,0.5294117647058824,0.36,0.6643810898592566,0.2688499619192686,9.0,24.0,139.0,8.0,104.0
AVRO,10,86.21745788667688,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.5333333333333333,0.47058823529411764,0.5,0.8265968964272826,0.4514285714285715,8.0,7.0,156.0,9.0,97.0
AVRO,10,86.21745788667688,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.34782608695652173,0.47058823529411764,0.39999999999999997,0.8027787802237459,0.3268931131193519,8.0,15.0,148.0,9.0,105.0
AVRO,10,86.21745788667688,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.4117647058823529,0.4117647058823529,0.4117647058823529,0.6542764345001805,0.35041501263081903,7.0,10.0,153.0,10.0,110.0
AVRO,11,87.70987239758227,RandomForest,None,None,None,0.875,0.5833333333333334,0.7000000000000001,0.9878167641325536,0.6833910034602072,7.0,1.0,170.0,5.0,51.0
AVRO,11,87.70987239758227,NaiveBayes,None,None,None,0.38461538461538464,0.4166666666666667,0.4,0.8350389863547758,0.3560872624912037,5.0,8.0,163.0,7.0,78.0
AVRO,11,87.70987239758227,IBk,None,None,None,0.8,0.6666666666666666,0.7272727272727272,0.9517543859649122,0.7099841521394609,8.0,2.0,169.0,4.0,42.0
AVRO,11,87.70987239758227,RandomForest,BestFirst(Bi-directional),None,None,0.8888888888888888,0.6666666666666666,0.761904761904762,0.9826998050682261,0.7477253928866829,8.0,1.0,170.0,4.0,41.0
AVRO,11,87.70987239758227,NaiveBayes,BestFirst(Bi-directional),None,None,0.3125,0.4166666666666667,0.35714285714285715,0.8031189083820662,0.30506329113924036,5.0,11.0,160.0,7.0,81.0
AVRO,11,87.70987239758227,IBk,BestFirst(Bi-directional),None,None,0.7272727272727273,0.6666666666666666,0.6956521739130435,0.945906432748538,0.6752851711026613,8.0,3.0,168.0,4.0,43.0
AVRO,11,87.70987239758227,RandomForest,None,SMOTE,None,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.9761208576998051,0.7516960651289007,10.0,4.0,167.0,2.0,24.0
AVRO,11,87.70987239758227,NaiveBayes,None,SMOTE,None,0.4117647058823529,0.5833333333333334,0.4827586206896552,0.8452729044834308,0.4396815676668709,7.0,10.0,161.0,5.0,60.0
AVRO,11,87.70987239758227,IBk,None,SMOTE,None,0.5333333333333333,0.6666666666666666,0.5925925925925926,0.9342105263157895,0.5605762933857238,8.0,7.0,164.0,4.0,47.0
AVRO,11,87.70987239758227,RandomForest,None,None,SensitiveLearning,0.7058823529411765,1.0,0.8275862068965517,0.9926900584795322,0.81322718922229,12.0,5.0,166.0,0.0,5.0
AVRO,11,87.70987239758227,NaiveBayes,None,None,SensitiveLearning,0.3333333333333333,0.4166666666666667,0.3703703703703704,0.8350389863547758,0.32089063523248185,5.0,10.0,161.0,7.0,80.0
AVRO,11,87.70987239758227,IBk,None,None,SensitiveLearning,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.9517543859649122,0.8216374269005846,10.0,2.0,169.0,2.0,22.0
AVRO,11,87.70987239758227,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.9634502923976608,0.5861601085481688,8.0,6.0,165.0,4.0,46.0
AVRO,11,87.70987239758227,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.25,0.6666666666666666,0.36363636363636365,0.800682261208577,0.2965403624382209,8.0,24.0,147.0,4.0,64.0
AVRO,11,87.70987239758227,IBk,BestFirst(Bi-directional),SMOTE,None,0.42105263157894735,0.6666666666666666,0.5161290322580646,0.9186159844054581,0.47383553766532505,8.0,11.0,160.0,4.0,51.0
AVRO,11,87.70987239758227,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.6111111111111112,0.9166666666666666,0.7333333333333334,0.9892787524366472,0.7105575326215893,11.0,7.0,164.0,1.0,17.0
AVRO,11,87.70987239758227,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.3076923076923077,0.6666666666666666,0.42105263157894735,0.8031189083820662,0.3639810426540283,8.0,18.0,153.0,4.0,58.0
AVRO,11,87.70987239758227,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.7692307692307693,0.8333333333333334,0.8,0.945906432748538,0.785362420830401,10.0,3.0,168.0,2.0,23.0
AVRO,12,88.73659117997616,RandomForest,None,None,None,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.8793047433398311,0.49484536082474245,8.0,4.0,167.0,10.0,104.0
AVRO,12,88.73659117997616,NaiveBayes,None,None,None,0.35714285714285715,0.2777777777777778,0.31250000000000006,0.7261208576998051,0.25,5.0,9.0,162.0,13.0,139.0
AVRO,12,88.73659117997616,IBk,None,None,None,0.6428571428571429,0.5,0.5625000000000001,0.8861273554256011,0.5227272727272727,9.0,5.0,166.0,9.0,95.0
AVRO,12,88.73659117997616,RandomForest,BestFirst(Bi-directional),None,None,0.75,0.5,0.6,0.8401559454191033,0.5670103092783506,9.0,3.0,168.0,9.0,93.0
AVRO,12,88.73659117997616,NaiveBayes,BestFirst(Bi-directional),None,None,0.4666666666666667,0.3888888888888889,0.42424242424242425,0.7417153996101364,0.3696682464454972,7.0,8.0,163.0,11.0,118.0
AVRO,12,88.73659117997616,IBk,BestFirst(Bi-directional),None,None,0.6666666666666666,0.5555555555555556,0.606060606060606,0.9189408706952567,0.568720379146919,10.0,5.0,166.0,8.0,85.0
AVRO,12,88.73659117997616,RandomForest,None,SMOTE,None,0.6666666666666666,0.5555555555555556,0.606060606060606,0.8819038336582197,0.568720379146919,10.0,5.0,166.0,8.0,85.0
AVRO,12,88.73659117997616,NaiveBayes,None,SMOTE,None,0.35294117647058826,0.3333333333333333,0.34285714285714286,0.7283950617283951,0.27586206896551707,6.0,11.0,160.0,12.0,131.0
AVRO,12,88.73659117997616,IBk,None,SMOTE,None,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.8866146848602989,0.5087719298245614,10.0,8.0,163.0,8.0,88.0
AVRO,12,88.73659117997616,RandomForest,None,None,SensitiveLearning,0.7142857142857143,0.5555555555555556,0.6250000000000001,0.8858024691358025,0.5909090909090909,10.0,4.0,167.0,8.0,84.0
AVRO,12,88.73659117997616,NaiveBayes,None,None,SensitiveLearning,0.3125,0.2777777777777778,0.29411764705882354,0.7261208576998051,0.2246153846153849,5.0,11.0,160.0,13.0,141.0
AVRO,12,88.73659117997616,IBk,None,None,SensitiveLearning,0.6428571428571429,0.5,0.5625000000000001,0.8861273554256011,0.5227272727272727,9.0,5.0,166.0,9.0,95.0
AVRO,12,88.73659117997616,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.75,0.5,0.6,0.9012345679012346,0.5670103092783506,9.0,3.0,168.0,9.0,93.0
AVRO,12,88.73659117997616,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.3333333333333333,0.5,0.4,0.7423651721897336,0.32258064516129015,9.0,18.0,153.0,9.0,108.0
AVRO,12,88.73659117997616,IBk,BestFirst(Bi-directional),SMOTE,None,0.5789473684210527,0.6111111111111112,0.5945945945945946,0.9109811565951916,0.5506419400855916,11.0,8.0,163.0,7.0,78.0
AVRO,12,88.73659117997616,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.8856400259909032,0.5714285714285713,12.0,9.0,162.0,6.0,69.0
AVRO,12,88.73659117997616,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.3448275862068966,0.5555555555555556,0.4255319148936171,0.7417153996101364,0.3490241102181397,10.0,19.0,152.0,8.0,99.0
AVRO,12,88.73659117997616,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.5217391304347826,0.6666666666666666,0.5853658536585366,0.9189408706952567,0.5357607282184653,12.0,11.0,160.0,6.0,71.0
AVRO,13,89.73262032085562,RandomForest,None,None,None,0.9285714285714286,0.52,0.6666666666666666,0.8576047904191617,0.632292280494991,13.0,1.0,166.0,12.0,121.0
AVRO,13,89.73262032085562,NaiveBayes,None,None,None,0.46153846153846156,0.24,0.3157894736842105,0.7097005988023952,0.248871501655131,6.0,7.0,160.0,19.0,197.0
AVRO,13,89.73262032085562,IBk,None,None,None,0.8235294117647058,0.56,0.6666666666666666,0.9143712574850299,0.62739118380926,14.0,3.0,164.0,11.0,113.0
AVRO,13,89.73262032085562,RandomForest,BestFirst(Bi-directional),None,None,0.875,0.56,0.6829268292682927,0.8554491017964072,0.6470588235294116,14.0,2.0,165.0,11.0,112.0
AVRO,13,89.73262032085562,NaiveBayes,BestFirst(Bi-directional),None,None,0.5,0.32,0.39024390243902435,0.8092215568862275,0.3212669683257917,8.0,8.0,159.0,17.0,178.0
AVRO,13,89.73262032085562,IBk,BestFirst(Bi-directional),None,None,0.7,0.56,0.6222222222222222,0.8795209580838323,0.5727748691099477,14.0,6.0,161.0,11.0,116.0
AVRO,13,89.73262032085562,RandomForest,None,SMOTE,None,0.875,0.56,0.6829268292682927,0.8828742514970059,0.6470588235294116,14.0,2.0,165.0,11.0,112.0
AVRO,13,89.73262032085562,NaiveBayes,None,SMOTE,None,0.5,0.32,0.39024390243902435,0.6917365269461078,0.3212669683257917,8.0,8.0,159.0,17.0,178.0
AVRO,13,89.73262032085562,IBk,None,SMOTE,None,0.7,0.56,0.6222222222222222,0.9040718562874251,0.5727748691099477,14.0,6.0,161.0,11.0,116.0
AVRO,13,89.73262032085562,RandomForest,None,None,SensitiveLearning,0.8421052631578947,0.64,0.7272727272727272,0.900119760479042,0.6927180581488398,16.0,3.0,164.0,9.0,93.0
AVRO,13,89.73262032085562,NaiveBayes,None,None,SensitiveLearning,0.42857142857142855,0.24,0.30769230769230765,0.7097005988023952,0.23629935179728928,6.0,8.0,159.0,19.0,198.0
AVRO,13,89.73262032085562,IBk,None,None,SensitiveLearning,0.85,0.68,0.7555555555555556,0.9143712574850299,0.7235602094240838,17.0,3.0,164.0,8.0,83.0
AVRO,13,89.73262032085562,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.75,0.6,0.6666666666666665,0.8892215568862275,0.6230366492146596,15.0,5.0,162.0,10.0,105.0
AVRO,13,89.73262032085562,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.40625,0.52,0.45614035087719296,0.8094610778443114,0.3630136986301368,13.0,19.0,148.0,12.0,139.0
AVRO,13,89.73262032085562,IBk,BestFirst(Bi-directional),SMOTE,None,0.6521739130434783,0.6,0.6250000000000001,0.8752095808383233,0.5715348375898834,15.0,8.0,159.0,10.0,108.0
AVRO,13,89.73262032085562,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.68,0.68,0.68,0.881317365269461,0.6320958083832334,17.0,8.0,159.0,8.0,88.0
AVRO,13,89.73262032085562,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.41935483870967744,0.52,0.46428571428571425,0.8092215568862275,0.3740491197565746,13.0,18.0,149.0,12.0,138.0
AVRO,13,89.73262032085562,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.6296296296296297,0.68,0.6538461538461539,0.8795209580838323,0.5997220291869354,17.0,10.0,157.0,8.0,90.0
AVRO,14,90.29454369869629,RandomForest,None,None,None,0.9230769230769231,0.5714285714285714,0.7058823529411765,0.894973544973545,0.6803435114503817,12.0,1.0,179.0,9.0,91.0
AVRO,14,90.29454369869629,NaiveBayes,None,None,None,0.29411764705882354,0.23809523809523808,0.2631578947368421,0.7865079365079365,0.18717504332755633,5.0,12.0,168.0,16.0,172.0
AVRO,14,90.29454369869629,IBk,None,None,None,0.9230769230769231,0.5714285714285714,0.7058823529411765,0.8972222222222223,0.6803435114503817,12.0,1.0,179.0,9.0,91.0
AVRO,14,90.29454369869629,RandomForest,BestFirst(Bi-directional),None,None,0.8461538461538461,0.5238095238095238,0.6470588235294118,0.853042328042328,0.6164122137404583,11.0,2.0,178.0,10.0,102.0
AVRO,14,90.29454369869629,NaiveBayes,BestFirst(Bi-directional),None,None,0.4,0.38095238095238093,0.3902439024390244,0.798941798941799,0.3210376976084315,8.0,12.0,168.0,13.0,142.0
AVRO,14,90.29454369869629,IBk,BestFirst(Bi-directional),None,None,0.8571428571428571,0.5714285714285714,0.6857142857142857,0.9050264550264551,0.6570497906002795,12.0,2.0,178.0,9.0,92.0
AVRO,14,90.29454369869629,RandomForest,None,SMOTE,None,0.6875,0.5238095238095238,0.5945945945945946,0.9058201058201059,0.5543237250554324,11.0,5.0,175.0,10.0,105.0
AVRO,14,90.29454369869629,NaiveBayes,None,SMOTE,None,0.34782608695652173,0.38095238095238093,0.3636363636363636,0.7862433862433862,0.2856054836252856,8.0,15.0,165.0,13.0,145.0
AVRO,14,90.29454369869629,IBk,None,SMOTE,None,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.8886243386243386,0.5743329097839898,12.0,6.0,174.0,9.0,96.0
AVRO,14,90.29454369869629,RandomForest,None,None,SensitiveLearning,0.7647058823529411,0.6190476190476191,0.6842105263157895,0.9244708994708994,0.6516464471403817,13.0,4.0,176.0,8.0,84.0
AVRO,14,90.29454369869629,NaiveBayes,None,None,SensitiveLearning,0.3157894736842105,0.2857142857142857,0.3,0.7865079365079365,0.22286661143330555,6.0,13.0,167.0,15.0,163.0
AVRO,14,90.29454369869629,IBk,None,None,SensitiveLearning,0.8,0.5714285714285714,0.6666666666666666,0.8972222222222223,0.6348773841961856,12.0,3.0,177.0,9.0,93.0
AVRO,14,90.29454369869629,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.6875,0.5238095238095238,0.5945945945945946,0.9126984126984127,0.5543237250554324,11.0,5.0,175.0,10.0,105.0
AVRO,14,90.29454369869629,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.3333333333333333,0.5238095238095238,0.40740740740740733,0.7976190476190477,0.3206590621039287,11.0,22.0,158.0,10.0,122.0
AVRO,14,90.29454369869629,IBk,BestFirst(Bi-directional),SMOTE,None,0.5,0.6190476190476191,0.5531914893617021,0.8888888888888888,0.49479353680430904,13.0,13.0,167.0,8.0,93.0
AVRO,14,90.29454369869629,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.9175925925925926,0.5214285714285711,12.0,9.0,171.0,9.0,99.0
AVRO,14,90.29454369869629,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.3548387096774194,0.5238095238095238,0.4230769230769231,0.798941798941799,0.3409836065573771,11.0,20.0,160.0,10.0,120.0
AVRO,14,90.29454369869629,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.75,0.5714285714285714,0.6486486486486486,0.9050264550264551,0.6137472283813745,12.0,4.0,176.0,9.0,94.0
AVRO,15,91.15316901408451,RandomForest,None,None,None,0.8571428571428571,0.5,0.631578947368421,0.9703389830508474,0.5960378983634796,12.0,2.0,175.0,12.0,122.0
AVRO,15,91.15316901408451,NaiveBayes,None,None,None,0.42857142857142855,0.25,0.3157894736842105,0.7904896421845574,0.24978466838931965,6.0,8.0,169.0,18.0,188.0
AVRO,15,91.15316901408451,IBk,None,None,None,0.6666666666666666,0.5,0.5714285714285715,0.8921845574387948,0.5225653206650829,12.0,6.0,171.0,12.0,126.0
AVRO,15,91.15316901408451,RandomForest,BestFirst(Bi-directional),None,None,0.6,0.5,0.5454545454545454,0.8348634651600754,0.4901065449010654,12.0,8.0,169.0,12.0,128.0
AVRO,15,91.15316901408451,NaiveBayes,BestFirst(Bi-directional),None,None,0.6,0.375,0.4615384615384615,0.8149717514124294,0.4070796460176992,9.0,6.0,171.0,15.0,156.0
AVRO,15,91.15316901408451,IBk,BestFirst(Bi-directional),None,None,0.5789473684210527,0.4583333333333333,0.5116279069767442,0.7810734463276836,0.45401629802095467,11.0,8.0,169.0,13.0,138.0
AVRO,15,91.15316901408451,RandomForest,None,SMOTE,None,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.967984934086629,0.6214689265536724,16.0,8.0,169.0,8.0,88.0
AVRO,15,91.15316901408451,NaiveBayes,None,SMOTE,None,0.4117647058823529,0.2916666666666667,0.34146341463414637,0.7175141242937854,0.26909090909090866,7.0,10.0,167.0,17.0,180.0
AVRO,15,91.15316901408451,IBk,None,SMOTE,None,0.5,0.5416666666666666,0.52,0.8770009416195856,0.4519427402862984,13.0,13.0,164.0,11.0,123.0
AVRO,15,91.15316901408451,RandomForest,None,None,SensitiveLearning,0.6428571428571429,0.75,0.6923076923076924,0.9659839924670434,0.6469038208168644,18.0,10.0,167.0,6.0,70.0
AVRO,15,91.15316901408451,NaiveBayes,None,None,SensitiveLearning,0.4117647058823529,0.2916666666666667,0.34146341463414637,0.7904896421845574,0.26909090909090866,7.0,10.0,167.0,17.0,180.0
AVRO,15,91.15316901408451,IBk,None,None,SensitiveLearning,0.5172413793103449,0.625,0.5660377358490567,0.8919491525423728,0.5008098477486232,15.0,14.0,163.0,9.0,104.0
AVRO,15,91.15316901408451,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.48,0.5,0.4897959183673469,0.8132062146892656,0.41900797780090177,12.0,13.0,164.0,12.0,133.0
AVRO,15,91.15316901408451,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.34375,0.4583333333333333,0.39285714285714285,0.8157956685499058,0.29691358024691367,11.0,21.0,156.0,13.0,151.0
AVRO,15,91.15316901408451,IBk,BestFirst(Bi-directional),SMOTE,None,0.4074074074074074,0.4583333333333333,0.4313725490196078,0.7603578154425612,0.349078726968174,11.0,16.0,161.0,13.0,146.0
AVRO,15,91.15316901408451,RandomForest,BestFirst(Bi-directional),None,SensitiveLearning,0.3541666666666667,0.7083333333333334,0.47222222222222227,0.8021421845574388,0.37228796844181455,17.0,31.0,146.0,7.0,101.0
AVRO,15,91.15316901408451,NaiveBayes,BestFirst(Bi-directional),None,SensitiveLearning,0.3793103448275862,0.4583333333333333,0.4150943396226415,0.8149717514124294,0.3271784904437969,11.0,18.0,159.0,13.0,148.0
AVRO,15,91.15316901408451,IBk,BestFirst(Bi-directional),None,SensitiveLearning,0.3191489361702128,0.625,0.4225352112676056,0.7810734463276836,0.3141073657927592,15.0,32.0,145.0,9.0,122.0
AVRO,16,91.87221997573798,RandomForest,None,None,None,0.9230769230769231,0.6,0.7272727272727274,0.9306629834254143,0.7040732864387369,12.0,1.0,180.0,8.0,81.0
AVRO,16,91.87221997573798,NaiveBayes,None,None,None,0.5625,0.45,0.5,0.8102209944751381,0.4514857489387506,9.0,7.0,174.0,11.0,117.0
AVRO,16,91.87221997573798,IBk,None,None,None,0.8666666666666667,0.65,0.7428571428571429,0.9418508287292817,0.7188811188811187,13.0,2.0,179.0,7.0,72.0
AVRO,16,91.87221997573798,RandomForest,BestFirst(Bi-directional),None,None,0.8823529411764706,0.75,0.8108108108108107,0.9299723756906078,0.7917714962261361,15.0,2.0,179.0,5.0,52.0
AVRO,16,91.87221997573798,NaiveBayes,BestFirst(Bi-directional),None,None,0.5,0.45,0.4736842105263158,0.7941988950276243,0.41890719861231573,9.0,9.0,172.0,11.0,119.0
AVRO,16,91.87221997573798,IBk,BestFirst(Bi-directional),None,None,0.8125,0.65,0.7222222222222223,0.9346685082872929,0.6952698605215283,13.0,3.0,178.0,7.0,73.0
AVRO,16,91.87221997573798,RandomForest,None,SMOTE,None,0.8235294117647058,0.7,0.7567567567567567,0.9273480662983425,0.7322776380050317,14.0,3.0,178.0,6.0,63.0
AVRO,16,91.87221997573798,NaiveBayes,None,SMOTE,None,0.45454545454545453,0.5,0.47619047619047616,0.8276243093922652,0.4152340650621531,10.0,12.0,169.0,10.0,112.0
AVRO,16,91.87221997573798,IBk,None,SMOTE,None,0.8421052631578947,0.8,0.8205128205128205,0.9603591160220994,0.8012431134341012,16.0,3.0,178.0,4.0,43.0
AVRO,16,91.87221997573798,RandomForest,None,None,SensitiveLearning,0.6071428571428571,0.85,0.7083333333333333,0.912292817679558,0.6700281425891182,17.0,11.0,170.0,3.0,41.0
AVRO,16,91.87221997573798,NaiveBayes,None,None,SensitiveLearning,0.45,0.45,0.45,0.8102209944751381,0.38922651933701685,9.0,11.0,170.0,11.0,121.0
AVRO,16,91.87221997573798,IBk,None,None,SensitiveLearning,0.7222222222222222,0.65,0.6842105263157895,0.9418508287292817,0.6513443191673897,13.0,5.0,176.0,7.0,75.0
AVRO,16,91.87221997573798,RandomForest,BestFirst(Bi-directional),SMOTE,None,0.75,0.75,0.75,0.9259668508287293,0.7223756906077348,15.0,5.0,176.0,5.0,55.0
AVRO,16,91.87221997573798,NaiveBayes,BestFirst(Bi-directional),SMOTE,None,0.4230769230769231,0.55,0.47826086956521735,0.7961325966850828,0.41213746039483284,11.0,15.0,166.0,9.0,105.0
