Ticket Key,Injected Version,Opening Version,Fixed Version,Affected Version List,Number of Commits,Creation Date,Resolution Date
BOOKKEEPER-598,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-04-04,2013-04-07
BOOKKEEPER-599,4.2.0,4.2.2,4.2.2,{4.2.0 / 4.2.1},1,2013-04-05,2013-04-07
BOOKKEEPER-601,4.2.0,4.2.2,4.2.2,{4.2.0 / 4.2.1},1,2013-04-05,2013-07-13
BOOKKEEPER-600,4.2.0,4.2.2,4.2.2,{4.2.0 / 4.2.1},1,2013-04-05,2013-07-14
BOOKKEEPER-602,4.2.0,4.2.2,4.2.3,{4.2.0 / 4.2.1},1,2013-04-05,2014-03-10
BOOKKEEPER-603,4.2.0,4.2.2,4.2.2,{4.2.0 / 4.2.1},1,2013-04-08,2013-06-03
BOOKKEEPER-604,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-04-08,2013-08-12
BOOKKEEPER-607,4.2.0,4.2.2,4.2.2,{4.2.0 / 4.2.1},1,2013-04-22,2013-07-22
BOOKKEEPER-610,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-05-10,2013-07-20
BOOKKEEPER-617,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-06-03,2013-06-05
BOOKKEEPER-619,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-06-06,2013-06-21
BOOKKEEPER-620,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-06-07,2013-06-28
BOOKKEEPER-623,4.2.1,4.2.2,4.2.2,{4.2.1 / 4.3.0},1,2013-06-12,2013-06-26
BOOKKEEPER-624,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-06-12,2013-08-20
BOOKKEEPER-626,4.2.1,4.2.2,4.2.2,{4.2.1 / 4.3.0},1,2013-06-14,2013-06-15
BOOKKEEPER-632,4.2.1,4.2.2,4.2.2,{4.2.1 / 4.3.0},1,2013-06-20,2013-08-21
BOOKKEEPER-636,4.2.1,4.2.2,4.2.2,{4.2.1 / 4.3.0},1,2013-06-26,2013-07-04
BOOKKEEPER-635,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-06-26,2013-07-20
BOOKKEEPER-641,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-07-02,2013-07-03
BOOKKEEPER-642,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-07-05,2013-07-24
BOOKKEEPER-646,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-07-08,2013-07-20
BOOKKEEPER-649,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-07-16,2013-08-22
BOOKKEEPER-652,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-07-20,2013-07-20
BOOKKEEPER-654,4.2.0,4.2.2,4.2.3,{4.2.0},1,2013-07-21,2014-02-21
BOOKKEEPER-663,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-07-26,2013-07-29
BOOKKEEPER-664,4.2.1,4.2.2,4.3.0,{4.2.1},1,2013-07-29,2013-10-22
BOOKKEEPER-667,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-08-06,2013-08-13
BOOKKEEPER-668,4.2.1,4.2.2,4.2.2,{4.2.1 / 4.3.0},1,2013-08-06,2013-08-20
BOOKKEEPER-673,4.2.2,4.2.2,4.3.0,{4.2.2},1,2013-08-21,2013-10-14
BOOKKEEPER-676,4.2.2,4.2.2,4.3.0,{4.2.2},1,2013-08-23,2013-10-14
BOOKKEEPER-678,4.2.2,4.2.2,4.3.0,{4.2.2},1,2013-09-01,2013-11-22
BOOKKEEPER-683,4.2.1,4.2.2,4.2.2,{4.2.1},1,2013-09-12,2013-09-27
BOOKKEEPER-686,4.2.0,4.2.2,4.2.2,{4.2.0},1,2013-09-29,2013-10-02
BOOKKEEPER-688,4.2.0,4.2.2,4.2.3,{4.2.0},1,2013-10-04,2014-03-04
BOOKKEEPER-698,4.2.2,4.3.0,4.3.0,{4.2.2},1,2013-10-29,2013-10-30
BOOKKEEPER-700,4.2.2,4.3.0,4.3.0,{4.2.2},1,2013-10-30,2013-10-30
BOOKKEEPER-708,4.3.0,4.3.0,4.2.3,{4.3.0},1,2013-11-10,2014-02-02
BOOKKEEPER-709,4.2.2,4.3.0,4.3.0,{4.2.2},1,2013-11-23,2014-01-03
BOOKKEEPER-710,4.3.0,4.3.0,4.2.3,{4.3.0},1,2013-11-23,2014-04-11
BOOKKEEPER-711,4.2.2,4.3.0,4.3.0,{4.2.2},1,2013-12-03,2013-12-05
BOOKKEEPER-712,4.2.1,4.3.0,4.3.0,{4.2.1},1,2013-12-05,2013-12-05
BOOKKEEPER-714,4.3.0,4.3.0,4.2.3,{4.3.0},1,2013-12-31,2014-03-10
BOOKKEEPER-719,4.2.2,4.3.0,4.3.0,{4.2.2},1,2014-01-21,2014-01-21
BOOKKEEPER-720,4.2.2,4.3.0,4.3.0,{4.2.2},1,2014-01-21,2014-01-22
BOOKKEEPER-724,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-02-02,2014-02-06
BOOKKEEPER-727,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-02-04,2014-02-05
BOOKKEEPER-729,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-02-04,2014-02-06
BOOKKEEPER-728,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-02-04,2014-02-06
BOOKKEEPER-725,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-02-04,2014-02-06
BOOKKEEPER-726,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-02-04,2014-03-10
BOOKKEEPER-731,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-02-06,2014-02-10
BOOKKEEPER-730,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-02-06,2014-03-07
BOOKKEEPER-739,4.2.3,4.2.3,4.3.1,{4.2.3},1,2014-03-04,2014-07-23
BOOKKEEPER-740,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-03-07,2014-03-10
BOOKKEEPER-743,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-04-04,2014-04-24
BOOKKEEPER-742,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-04-04,2014-04-24
BOOKKEEPER-744,4.3.0,4.2.3,4.2.3,{4.3.0},2,2014-04-04,2014-05-06
BOOKKEEPER-745,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-04-04,2014-06-02
BOOKKEEPER-746,4.3.0,4.2.3,4.2.3,{4.3.0},1,2014-04-04,2014-06-03
