Release ID, Release Name,Size, numberOfRevisions(numNR),numberOfDefectFixes(NumFix),numberOfAuthors(numAuth),CHURN value, CHURN MAX, CHURN Averange,LOC touched value,LOC added MAX,LOC added Averange,LOC deleted MAX,LOC deleted Averange,Is Buggy 
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java,166,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java,166,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SubTreeCache.java,166,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java,73,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java,73,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java,73,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java,73,0,0,0,0,0,0.0,0,0,0.0,0,0.0,true
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java,74,1,1,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java,74,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZeroBuffer.java,74,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
1,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,94,0,0,0,0,0,0.0,0,0,0.0,0,0.0,true
2,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,94,0,0,0,0,0,0.0,0,0,0.0,0,0.0,true
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,4,1,2,0,0,0.0,0,0,0.0,0,0.0,true
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,0,0,0,0,0,0.0,0,0,0.0,0,0.0,true
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,257,1,1,1,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,257,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,257,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,257,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,234,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,302,3,0,3,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,302,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,302,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongHashMap.java,494,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongHashMap.java,494,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongHashMap.java,494,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongHashSet.java,421,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongHashSet.java,421,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongHashSet.java,421,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongLongHashMap.java,723,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongLongHashMap.java,723,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongLongHashMap.java,723,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongLongPairHashMap.java,550,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongLongPairHashMap.java,550,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentLongLongPairHashMap.java,550,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentOpenHashMap.java,493,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentOpenHashMap.java,493,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentOpenHashMap.java,493,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentOpenHashSet.java,416,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentOpenHashSet.java,416,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/ConcurrentOpenHashSet.java,416,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/GrowableArrayBlockingQueue.java,359,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/GrowableArrayBlockingQueue.java,359,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/collections/GrowableArrayBlockingQueue.java,359,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/net/DNS.java,356,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/net/DNS.java,356,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/net/DNS.java,356,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/LongVersion.java,66,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/LongVersion.java,66,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,1,1,1,0,0,0.0,0,0,0.0,0,0.0,false
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,34,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/package-info.java,23,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/BoundExponentialBackoffRetryPolicy.java,41,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/BoundExponentialBackoffRetryPolicy.java,41,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/BoundExponentialBackoffRetryPolicy.java,41,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/BoundExponentialBackoffRetryPolicy.java,41,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/BoundExponentialBackoffRetryPolicy.java,41,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ExponentialBackoffRetryPolicy.java,47,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ExponentialBackoffRetryPolicy.java,47,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ExponentialBackoffRetryPolicy.java,47,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ExponentialBackoffRetryPolicy.java,47,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ExponentialBackoffRetryPolicy.java,50,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/RetryPolicy.java,55,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/RetryPolicy.java,55,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/RetryPolicy.java,55,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/RetryPolicy.java,55,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/RetryPolicy.java,55,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperClient.java,1046,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperClient.java,1279,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperClient.java,1456,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperClient.java,1456,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperClient.java,1467,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
3,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,0,0,0,0,0,0.0,0,0,0.0,0,0.0,true
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,97,1,1,1,0,0,0.0,0,0,0.0,0,0.0,false
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,97,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,97,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
7,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,97,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,133,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,183,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,187,2,0,2,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,187,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,187,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooWorker.java,147,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooWorker.java,163,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooWorker.java,163,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooWorker.java,163,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooWorker.java,162,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/package-info.java,23,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java,131,1,1,1,0,0,0.0,0,0,0.0,0,0.0,true
7,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java,131,0,0,0,0,0,0.0,0,0,0.0,0,0.0,true
8,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java,147,2,2,2,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java,147,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java,142,6,0,5,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java,142,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleMetricsProvider.java,142,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,68,0,0,0,0,0,0.0,0,0,0.0,0,0.0,true
7,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,68,0,0,0,0,0,0.0,0,0,0.0,0,0.0,true
8,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,77,2,1,2,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,77,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,73,2,0,2,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,73,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleOpStatsLogger.java,73,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
6,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,99,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
7,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,99,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
8,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,99,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
9,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,99,0,0,0,0,0,0.0,0,0,0.0,0,0.0,true
11,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,108,4,1,3,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,108,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/CodahaleStatsLogger.java,108,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/package-info.java,20,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/package-info.java,20,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/codahale-metrics-provider/src/main/java/org/apache/bookkeeper/stats/package-info.java,20,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusCounter.java,60,3,0,3,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusCounter.java,60,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusMetricsProvider.java,84,3,0,3,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusMetricsProvider.java,84,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusOpStatsLogger.java,82,4,0,4,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusOpStatsLogger.java,82,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusStatsLogger.java,86,5,1,4,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusStatsLogger.java,86,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusUtil.java,67,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/PrometheusUtil.java,67,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/package-info.java,20,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/package-info.java,20,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/prometheus/PrometheusCounter.java,61,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/prometheus/PrometheusMetricsProvider.java,86,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/prometheus/PrometheusOpStatsLogger.java,84,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/prometheus/PrometheusStatsLogger.java,90,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/prometheus/PrometheusUtil.java,67,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/prometheus-metrics-provider/src/main/java/org/apache/bookkeeper/stats/prometheus/package-info.java,20,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/CounterImpl.java,60,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/CounterImpl.java,60,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/CounterImpl.java,60,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsLoggerImpl.java,88,3,0,3,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsLoggerImpl.java,88,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsLoggerImpl.java,88,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsProvider.java,47,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
12,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsProvider.java,47,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
13,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/FinagleStatsProvider.java,47,0,0,0,0,0,0.0,0,0,0.0,0,0.0,false
11,bookkeeper-stats-providers/twitter-finagle-provider/src/main/java/org/apache/bookkeeper/stats/twitter/finagle/OpStatsLoggerImpl.java,76,1,0,1,0,0,0.0,0,0,0.0,0,0.0,false
